Mã phiếu,Người tạo,Ngày tạo,Mã kế hoạch,Mã vật tư,Tên vật tư,Đvt (01),SỐ LƯỢNG (01),ĐVT (02),SỐ LƯỢNG (02),NGÀY CẦN
PR23/11-020,Hoàng Văn Khiêm ,11/10/2023,EP2311-0018,5200107330000000,Yellow Roses,CM2,10000,CM2,10000,
PR23/12-042,Hoàng Văn Khiêm ,12/18/2023,EP2312-0053,5200107360000000,Cap Kuda (Yellow Horse - Wanton),CM2,10000,CM2,10000,
PR23/11-063,Hoàng Văn Khiêm ,11/27/2023,EP2311-0072,5200113000000000,UNIBEN-BỘT MÌ,CM2,10000,CM2,10000,
PR23/11-051,Hoàng Văn Khiêm ,11/22/2023,EP2311-0063,10ZIP-TC002-01-0000,"Túi tài liệu Ziplock PE, W x L = 25cm x 35cm, TL: 13g/cái.",CAI,1000,KG,13,
PR23/11-026,Hoàng Văn Khiêm ,11/13/2023,EP2311-0028,HAT-CAM-33102B,Hạt màu cam 33102B,KG,450,KG,450,
PR23/10-001,Hoàng Văn Khiêm ,10/2/2023,EP2309-0115,HAT-CAM-EMH33113,Hạt màu cam EMH33113.,KG,300,KG,300,
PR23/12-011,Hoàng Văn Khiêm ,12/6/2023,EP2312-0015,HAT-CAM-EMH33113,Hạt màu cam EMH33113.,KG,300,KG,300,
PR23/12-011,Hoàng Văn Khiêm ,12/6/2023,EP2312-0015,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KG,325,KG,325,
PR23/12-036,Hoàng Văn Khiêm ,12/15/2023,EP2312-0046,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KG,125,KG,125,
PR23/12-036,Hoàng Văn Khiêm ,12/15/2023,EP2312-0046,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KG,175,KG,175,
PR23/12-011,Hoàng Văn Khiêm ,12/6/2023,EP2312-0015,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KG,450,KG,450,
PR23/12-011,Hoàng Văn Khiêm ,12/6/2023,EP2312-0015,HAT-EMH5022,Hạt màu XANH NGỌC EMH5022. [EuP],KG,175,KG,175,
PR23/12-036,Hoàng Văn Khiêm ,12/15/2023,EP2312-0046,HAT-EMH5022,Hạt màu XANH NGỌC EMH5022. [EuP],KG,60,KG,60,
PR23/12-036,Hoàng Văn Khiêm ,12/15/2023,EP2312-0046,HAT-EMH77197,Hạt màu xanh dương EMH77197. [EUP] [2195C],KG,500,KG,500,
PR23/11-013,Hoàng Văn Khiêm ,11/6/2023,EP2311-0008,HAT-EMPE0033K,Hạt màu đen EMPE0033K - Châu Âu. [KB3],KG,200,KG,200,
PR23/11-049,Hoàng Văn Khiêm ,11/21/2023,EP2311-0052,HAT-EMPE0033K,Hạt màu đen EMPE0033K - Châu Âu. [KB3],KG,150,KG,150,
PR23/12-036,Hoàng Văn Khiêm ,12/15/2023,EP2312-0046,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,240,KG,240,
PR23/12-011,Hoàng Văn Khiêm ,12/6/2023,EP2312-0015,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,300,KG,300,
PR23/11-015,Hoàng Văn Khiêm ,11/7/2023,EP2311-0011,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,4000,KG,4000,
PR23/10-004,Nguyễn Thị Hưởng,10/4/2023,EP2310-0013,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,3000,KG,3000,
PR23/10-057,Hoàng Văn Khiêm ,10/23/2023,EP2310-0070,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,10000,KG,10000,
PR23/12-045,Hoàng Văn Khiêm ,12/18/2023,EP2312-0058,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,10000,KG,10000,
PR23/12-002,Hoàng Văn Khiêm ,12/1/2023,EP2311-0105,HAT-LDPE.THOI,Hạt nhựa LDPE thổi gồm các mã: 2427H; 0374; 4024W; .....,KG,6100,KG,6100,
PR23/12-002,Hoàng Văn Khiêm ,12/1/2023,EP2311-0105,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,35300,KG,35300,
PR23/11-039,Hoàng Văn Khiêm ,11/17/2023,EP2311-0037,HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,150,KG,150,
PR23/12-036,Hoàng Văn Khiêm ,12/15/2023,EP2312-0046,HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,900,KG,900,
PR23/12-011,Hoàng Văn Khiêm ,12/6/2023,EP2312-0015,HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,450,KG,450,
PR23/11-015,Hoàng Văn Khiêm ,11/7/2023,EP2311-0011,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,500000,KG,500000,
PR23/11-046,Hoàng Văn Khiêm ,11/20/2023,EP2311-0041,HAT-PPM9600,Hạt nhựa PP M9600,KG,500,KG,500,
PR23/11-048,Hoàng Văn Khiêm ,11/20/2023,EP2311-0047,HAT-PPM9600,Hạt nhựa PP M9600,KG,1000,KG,1000,
PR23/11-013,Hoàng Văn Khiêm ,11/6/2023,EP2311-0008,HAT-PPM9600,Hạt nhựa PP M9600,KG,500,KG,500,
PR23/12-054,Hoàng Văn Khiêm ,12/21/2023,EP2312-0071,HAT-PPM9600,Hạt nhựa PP M9600,KG,3000,KG,3000,
PR23/12-069,Hoàng Văn Khiêm ,12/28/2023,EP2312-0088,HAT-TACKS,Hạt Taical kéo sợi,KG,162000,KG,162000,
PR23/10-046,Nguyễn Thị Hưởng,10/19/2023,EP2310-0064,HAT-TACKS,Hạt Taical kéo sợi,KG,189000,KG,189000,
PR23/11-083,Hoàng Văn Khiêm ,11/29/2023,EP2311-0086,HAT-TACKS,Hạt Taical kéo sợi,KG,162000,KG,162000,
PR23/11-026,Hoàng Văn Khiêm ,11/13/2023,EP2311-0027,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,3000,KG,3000,
PR23/12-065,Hoàng Văn Khiêm ,12/27/2023,EP2312-0083,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,3000,KG,3000,
PR23/10-052,Hoàng Văn Khiêm ,10/19/2023,EP2310-0068,HAT-TALC-THOI,Hạt Taical thổi PE1001-2C +  IF-PE114C7 (Đại Á),KG,3000,KG,3000,
PR23/10-004,Nguyễn Thị Hưởng,10/4/2023,EP2310-0012,HAT-TALC-THOI,Hạt Taical thổi PE1001-2C +  IF-PE114C7 (Đại Á),KG,3000,KG,3000,
PR23/10-039,Nguyễn Thị Hưởng,10/17/2023,EP2310-0054,HAT-TALC-THOI,Hạt Taical thổi PE1001-2C +  IF-PE114C7 (Đại Á),KG,1400,KG,1400,
PR23/10-004,Nguyễn Thị Hưởng,10/4/2023,EP2310-0013,HAT-TPP,"Hạt nhựa TPP: FL7632L, Hạt L6000N ...",KG,16000,KG,16000,
PR23/11-015,Hoàng Văn Khiêm ,11/7/2023,EP2311-0011,HAT-TPP,"Hạt nhựa TPP: FL7632L, Hạt L6000N ...",KG,12000,KG,12000,
PR23/10-070,Hoàng Văn Khiêm ,10/28/2023,EP2310-0085,TAY-TRANG,Tẩy trắng,KG,50,KG,50,
PR23/11-081,Hoàng Văn Khiêm ,11/28/2023,EP2311-0090,08DAY-NOXI-01-0606,"Dây chống xì đường kính 6mm sợi poly dùng cho may bao, trọng lượng 6g/m",M,44000,KG,264,
PR23/10-029,Hoàng Văn Khiêm ,10/12/2023,EP2310-0042,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",M,100,KG,4.8,
PR23/11-032,Hoàng Văn Khiêm ,11/14/2023,EP2311-0023,0900100010000000,Áo càng thoi  ( Lever holder ) Mã: NOVA6599712 / 11130557900,CAI,350,CAI,350,
PR23/10-033,Nguyễn Thị Hưởng,10/13/2023,EP2310-0045,0900200040000000,"Thùng Carton giấy màu nâu, KT phủ bì DxRxC: 560x350x190mm (-0/+5),5 lớp,thùng có in 2 bên, marka: GECOSAC REF 274P SACS TISSES 65KGS; TL: 760.0-/+10.0g/thùng.",CAI,1820,KG,1383.2,
PR23/11-008,Hoàng Văn Khiêm ,11/2/2023,EP2310-0092,0900400130000000,Bạc thau đỡ lô 56x82mm ( gia công theo bản vẽ),CAI,10,CAI,10,
PR23/11-024,Hoàng Văn Khiêm ,11/13/2023,EP2311-0022,0901100170000000,Bạc đạn SKF 6000-2Z/C3,CAI,200,CAI,200,
PR23/11-093,Hoàng Văn Khiêm ,11/30/2023,EP2311-0094,0901100250000000,BẠC ĐẠN 6008,CAI,200,CAI,200,
PR23/11-093,Hoàng Văn Khiêm ,11/30/2023,EP2311-0094,0901100400000000,BẠC ĐẠN SKF 6204-2Z/c3,CAI,20,CAI,20,
PR23/12-038,Hoàng Văn Khiêm ,12/15/2023,EP2312-0031,0901100410000000,BẠC ĐẠN 6205,CAI,60,CAI,60,
PR23/11-016,Hoàng Văn Khiêm ,11/9/2023,EP2311-0012,0901100420000000,BẠC ĐẠN 6206,CAI,20,CAI,20,
PR23/12-038,Hoàng Văn Khiêm ,12/15/2023,EP2312-0031,0901100430000000,BẠC ĐẠN 6208,CAI,18,CAI,18,
PR23/11-090,Hoàng Văn Khiêm ,11/29/2023,EP2311-0101,0901100480000000,Bạc đạn 625-2Z.,CAI,300,CAI,300,
PR23/11-066,Hoàng Văn Khiêm ,11/27/2023,EP2311-0055,0901100620000000,BẠC ĐẠN UC206,CAI,20,CAI,20,
PR23/11-016,Hoàng Văn Khiêm ,11/9/2023,EP2311-0012,0901100730000000,Bạc đạn SKF 609 2Z/C3,CAI,100,CAI,100,
PR23/11-024,Hoàng Văn Khiêm ,11/13/2023,EP2311-0022,0901100730000000,Bạc đạn SKF 609 2Z/C3,CAI,500,CAI,500,
PR23/11-008,Hoàng Văn Khiêm ,11/2/2023,EP2310-0092,0901100730000000,Bạc đạn SKF 609 2Z/C3,CAI,200,CAI,200,
PR23/12-038,Hoàng Văn Khiêm ,12/15/2023,EP2312-0031,0901100880000000,BẠC ĐẠN 1207,CAI,30,CAI,30,
PR23/12-038,Hoàng Văn Khiêm ,12/15/2023,EP2312-0031,0901101090000000,BẠC ĐẠN 6316/c3,CAI,8,CAI,8,
PR23/11-024,Hoàng Văn Khiêm ,11/13/2023,EP2311-0022,0901101550000000,Bạc đạn SKF 6001-2Z( bít sắt),CAI,200,CAI,200,
PR23/10-023,Hoàng Văn Khiêm ,10/10/2023,EP2309-0103,0901200650000000,Bu lông lục giác trụ M5X10,CAI,100,CAI,100,
PR23/10-068,Hoàng Văn Khiêm ,10/27/2023,EP2310-0063,0901200670000000,Bu lông lục giác trụ M8X30,CAI,10,CAI,10,
PR23/11-008,Hoàng Văn Khiêm ,11/2/2023,EP2310-0092,0901300870000000,BU LONG LỤC GIÁC ÂM M6x10,CAI,10,CAI,10,
PR23/12-027,Hoàng Văn Khiêm ,12/12/2023,EP2312-0029,0901301240000000,Bulong lục giác đầu côn 6x15MM,CON,100,CON,100,
PR23/10-068,Hoàng Văn Khiêm ,10/27/2023,EP2310-0063,0901301760000000,Bulong lọc giắc côn chìm đầu bằng M5x15mm,CON,10,CON,10,
PR23/11-066,Hoàng Văn Khiêm ,11/27/2023,EP2311-0055,0901301760000000,Bulong lọc giắc côn chìm đầu bằng M5x15mm,CON,100,CON,100,
PR23/12-015,Hoàng Văn Khiêm ,12/7/2023,EP2312-0005,0901400130000000,tấm simeli lót máy in,M,30,M,30,
PR23/12-043,Hoàng Văn Khiêm ,12/18/2023,EP2312-0048,0902202940000000,Biến tần Mitsubishi. Model: FR-D720S-025-EC. Input: 6.6A-1PH-Ac200-240V-50/60Hz. Output : 2. 5A – 3PH – AC200- 240Vmax. 0. 2-400Hz,CAI,2,CAI,2,
PR23/11-057,Hoàng Văn Khiêm ,11/23/2023,EP2311-0058,0902202940000000,Biến tần Mitsubishi. Model: FR-D720S-025-EC. Input: 6.6A-1PH-Ac200-240V-50/60Hz. Output : 2. 5A – 3PH – AC200- 240Vmax. 0. 2-400Hz,CAI,2,CAI,2,
PR23/12-061,Hoàng Văn Khiêm ,12/25/2023,EP2312-0066,0902207330000000,Card power supply ps20 ( 24 heads)  HSN: 84482000 mã: 11147250193,CAI,10,CAI,10,
PR23/11-008,Hoàng Văn Khiêm ,11/2/2023,EP2310-0092,0902207790000000,Chuột đèn 4-22W- 110-130V.,CAI,10,CAI,10,
PR23/12-064,Hoàng Văn Khiêm ,12/26/2023,EP2312-0073,0902208630000000,Biến trở Tocos 10K RV24YN20S B103,CAI,10,CAI,10,
PR23/11-095,Hoàng Văn Khiêm ,11/30/2023,EP2311-0103,0902208800000000,Dây điện tiếp địa sọc vàng 1x6mm2,M,960,M,960,
PR23/12-064,Hoàng Văn Khiêm ,12/26/2023,EP2312-0073,0902209240000000,Biến trở Tocos 5K RV24YN20S B502,CAI,10,CAI,10,
PR23/11-094,Hoàng Văn Khiêm ,11/30/2023,EP2311-0104,0902209343000000,Đuôi đèn công nghiệp E27.,CAI,15,CAI,15,
PR23/10-031,Hoàng Văn Khiêm ,10/12/2023,EP2310-0030,0902209343000000,Đuôi đèn công nghiệp E27.,CAI,45,CAI,45,
PR23/10-031,Hoàng Văn Khiêm ,10/12/2023,EP2310-0030,0902209349000000,Công tắc gạt sắt 2 chân 2 vị trí On-OF C511B Cntd.,CAI,75,CAI,75,
PR23/12-038,Hoàng Văn Khiêm ,12/15/2023,EP2312-0031,0902209356000000,Bạc đạn SKF 6004 2Z/C3.,CAI,25,CAI,25,
PR23/12-046,Hoàng Văn Khiêm ,12/19/2023,EP2312-0045,09039001010000000,Bộ xả nhấn bòn cầu,CAI,5,CAI,5,
PR23/11-061,Hoàng Văn Khiêm ,11/23/2023,EP2311-0066,0903901120000000,Van an toàn xả khí nén ren ngoài 17mm,CAI,5,CAI,5,
PR23/10-024,Hoàng Văn Khiêm ,10/10/2023,EP2309-0104,0904000230000000,Ty ren M8x1000mm - (thép đen),CAY,50,CAY,50,
PR23/11-085,Hoàng Văn Khiêm ,11/29/2023,EP2311-0092,0904500270000000,Sơn dầu bạch tuyết màu vàng 3kg/thùng,THUNG,1,THUNG,1,
PR23/11-085,Hoàng Văn Khiêm ,11/29/2023,EP2311-0092,0904500290000000,Sơn dầu bạch tuyết màu xám đen 3kg/thùng,THUNG,3,THUNG,3,
PR23/11-085,Hoàng Văn Khiêm ,11/29/2023,EP2311-0092,0904500300000000,Sơn dầu bạch tuyết màu đỏ cam 3kg/thùng.,THUNG,1,THUNG,1,
PR23/11-095,Hoàng Văn Khiêm ,11/30/2023,EP2311-0103,0905400960000000,Đầu cốt Nichifu R6.4,CON,300,CON,300,
PR23/12-018,Hoàng Văn Khiêm ,12/11/2023,EP2312-0016,0905501640000000,Sắt ống trắng kẽm phi 21x1.5mm,CAI,4,CAY,4,
PR23/11-065,Hoàng Văn Khiêm ,11/27/2023,EP2311-0060,0905501650000000,Sắt la 40x3mm,M,6,M,6,
PR23/12-052,Hoàng Văn Khiêm ,12/20/2023,EP2312-0056,090570143000000,Phớt chắn dầu 145x175x15mm,CAI,2,CAI,2,
PR23/12-052,Hoàng Văn Khiêm ,12/20/2023,EP2312-0056,090570145000000,Phớt chắn dầu 100x125x12mm.,CAI,2,CAI,2,
PR23/11-072,Hoàng Văn Khiêm ,11/27/2023,EP2311-0085,09058001030000000,Mũi khoan bê tông phi 10 -  2 tấc,CAI,2,CAI,2,
PR23/11-057,Hoàng Văn Khiêm ,11/23/2023,EP2311-0058,0906000890000000,INDUCT PROXIMITY SENSOR/ NO PF NBB2-12GM50-E2 (5M),CAI,4,CAI,4,
PR23/10-023,Hoàng Văn Khiêm ,10/10/2023,EP2309-0103,0906201890000000,Ống hơi phi 8 x lỗ 5mm . Ống màu trắng trong.,M,100,M,100,
PR23/12-027,Hoàng Văn Khiêm ,12/12/2023,EP2312-0029,0906201890000000,Ống hơi phi 8 x lỗ 5mm . Ống màu trắng trong.,M,100,M,100,
PR23/11-069,Hoàng Văn Khiêm ,11/27/2023,EP2311-0073,0906202050000000,Ống ghen chịu nhiệt FRS phi 6mm,SOI,20,SOI,20,
PR23/11-069,Hoàng Văn Khiêm ,11/27/2023,EP2311-0073,0906202060000000,Ống ghen chịu nhiệt FRS phi 8mm,SOI,20,SOI,20,
PR23/12-068,Hoàng Văn Khiêm ,12/28/2023,EP2312-0086,0906202350000000,Bơm mực cho máy in bằng khí nén.,CAI,1,CAI,1,
PR23/11-032,Hoàng Văn Khiêm ,11/14/2023,EP2311-0023,0906700150000000,LÒ XO YẾM THOI (LOẠI CỨNG) mã : LSL6-992411,CAI,500,CAI,500,
PR23/12-020,Hoàng Văn Khiêm ,12/11/2023,EP2312-0019,0906700320000000,Chụp suốt VYC.01121,CAI,500,CAI,500,
PR23/11-040,Hoàng Văn Khiêm ,11/17/2023,EP2311-0039,0906801690000000,Máy lạnh Toshiba Inverter 1 HP,CAI,1,CAI,1,
PR23/11-079,Hoàng Văn Khiêm ,11/28/2023,EP2311-0061,0906801840000000,Máy khoan pin Makita DHP484RTE 18V,BO,1,BO,1,
PR23/12-056,Hoàng Văn Khiêm ,12/21/2023,EP2312-0067,0906801900000000,Motor bơm nước EWALA model: CDX 120/20 220/380V - 50Hz-2Hp - 1.5Kw.,CAI,2,CAI,2,
PR23/12-037,Hoàng Văn Khiêm ,12/15/2023,EP2312-0052,0908100011000000,xi măng sao mai,BAO,25,BAO,25,
PR23/10-025,Nguyễn Thị Hưởng,10/10/2023,EP2310-0037,0908900047000000,Khóa cửa đẩy 2 chiều,BO,1,BO,1,
PR23/10-050,Nguyễn Thị Hưởng,10/19/2023,EP2310-0069,0908900047000000,Khóa cửa đẩy 2 chiều,BO,1,BO,1,
PR23/11-067,Hoàng Văn Khiêm ,11/27/2023,EP2311-0079,0911200249000000,Bảng từ trắng ( kích thước 600 x 1000mm),CAI,5,CAI,5,
PR23/12-029,Hoàng Văn Khiêm ,12/12/2023,EP2312-0032,0913300020000000,SUỐT MÁY MAY CÔNG NGHIỆP (LOẠI NHỎ),CAI,20,CAI,20,
PR23/11-077,Hoàng Văn Khiêm ,11/28/2023,EP2311-0001,0916100052000000,Nước lau sàn nhà,CHAI,10,CHAI,10,
PR23/11-077,Hoàng Văn Khiêm ,11/28/2023,EP2311-0001,0916100053000000,Nước lau kính,CHAI,5,CHAI,5,
PR23/11-077,Hoàng Văn Khiêm ,11/28/2023,EP2311-0001,0916100054000000,Nước Rửa Bồn Cầu VIM 900ml,CHAI,5,CHAI,5,
PR23/12-033,Hoàng Văn Khiêm ,12/14/2023,EP2312-0028,0916600610000000,Mặt Bít sắt 200x200x10mm ( GC theo bản vẽ ),CAI,25,CAI,25,
PR23/12-037,Hoàng Văn Khiêm ,12/15/2023,EP2312-0052,0918700021000000,Giấy nhám 120,TO,5,TO,5,
PR23/10-068,Hoàng Văn Khiêm ,10/27/2023,EP2310-0063,0919600710000000,Bulong lục giác đầu bằng côn chìm M6x15mm,CON,10,CON,10,
PR23/12-046,Hoàng Văn Khiêm ,12/19/2023,EP2312-0045,0920600350000000,dây cấp nước bồn cầu,DAY,3,DAY,3,
PR23/10-051,Nguyễn Thị Hưởng,10/19/2023,EP2310-0046,0920600460000000,Dây rút 5x300mm,BICH,1,BICH,1,
PR23/11-066,Hoàng Văn Khiêm ,11/27/2023,EP2311-0055,0924100110000000,"Kim máy may schmetz DPX17, NM: 200 - size: 25",CAI,100,CAI,100,
PR23/11-005,Hoàng Văn Khiêm ,11/2/2023,EP2310-0078,0926400180000000,Đá cắt mỏng cho inox x-lock/ 125x1.2x22.23mm A60T,CAI,50,CAI,50,
PR23/11-001,Hoàng Văn Khiêm ,11/1/2023,EP2310-0093,0926600120000000,bồn nước bàn cầu (37x37x20) Vinacera Thiên thanh,CAI,1,CAI,1,
PR23/12-037,Hoàng Văn Khiêm ,12/15/2023,EP2312-0052,913900200000000,Đinh vít 3 phân,BICH,1,BICH,1,
PR23/10-002,Hoàng Văn Khiêm ,10/2/2023,EP2309-0113,52001051000000000,HARINA EXTRA FINAL DEL VALLE,CM2,10000,CM2,10000,
PR23/10-002,Hoàng Văn Khiêm ,10/2/2023,EP2309-0112,52001051010000000,HARINA PANIFICATION DEL VALLE,CM2,10000,CM2,10000,
PR23/10-042,Hoàng Văn Khiêm ,10/18/2023,EP2310-0055,5200108310000000,Bản in Bột mì VIVI Green,CM2,10000,CM2,10000,
PR23/12-063,Hoàng Văn Khiêm ,12/26/2023,EP2312-0075,5200108470000000,GFI-66x100,CM2,10000,CM2,10000,
PR23/12-042,Hoàng Văn Khiêm ,12/18/2023,EP2312-0053,5200108480000000,GFI-78x130,CM2,10000,CM2,10000,
PR23/10-008,Hoàng Văn Khiêm ,10/4/2023,EP2310-0001,5200108722000000,Bản in BLUE HORSE ROTICANAI,CM2,10000,CM2,10000,
PR23/10-075,Hoàng Văn Khiêm ,10/31/2023,EP2310-0086,5200108722000000,Bản in BLUE HORSE ROTICANAI,CM2,10000,CM2,10000,
PR23/10-008,Hoàng Văn Khiêm ,10/4/2023,EP2310-0001,5200108723000000,Bản in RAMA 98,CM2,10000,CM2,10000,
PR23/12-013,Hoàng Văn Khiêm ,12/7/2023,EP2312-0018,5200108750000000,Bản in LP (48 PASIR),CM2,10000,CM2,10000,
PR23/11-063,Hoàng Văn Khiêm ,11/27/2023,EP2311-0072,5200108760000000,Bản in Unipack MK SAGE HILL,CM2,10000,CM2,10000,
PR23/12-013,Hoàng Văn Khiêm ,12/7/2023,EP2312-0018,5200108880000000,RED RAINBOW,CM2,10000,CM2,10000,
PR23/12-034,Hoàng Văn Khiêm ,12/14/2023,EP2312-0036,5200110654000000,Dao Cắt Nhiệt Chữ Thập L = 400m ( gia công theo bản vẽ).,CAI,1,CAI,1,
PR23/10-014,Hoàng Văn Khiêm ,10/10/2023,EP2310-0022,0119126001003000,"Bao TP-PP, trắng đục, K50x80PB (+/-1), TL: 52g/cái (+/-5%), MK: FERRER SUPER. [Tép 100-cái trải thẳng, kiện 5 tép trở đầu, bọc vải áo dệt xếp, marka bao in bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050080G052TDSAN.FESU",BAO,10000,KG,520,
PR23/10-004,Nguyễn Thị Hưởng,10/4/2023,EP2310-0006,SOI-MULTI-800D,"Sợi PP filament 800D, trắng đục. [Loại tốt để dệt đai, không tưa], lực kéo đứt >=4.0KgF, độ giãn dài 25 +/- 5, kháng UV",KG,835,KG,835,
PR23/11-060,Hoàng Văn Khiêm ,11/23/2023,EP2311-0070,SOI-MULTI-800D,"Sợi PP filament 800D, trắng đục. [Loại tốt để dệt đai, không tưa], lực kéo đứt >=4.0KgF, độ giãn dài 25 +/- 5, kháng UV",KG,300,KG,300,
PR23/11-091,Hoàng Văn Khiêm ,11/30/2023,EP2311-0109,MDM-DMC,Dung môi Chỉnh,KG,75,KG,75,
PR23/10-006,Nguyễn Thị Hưởng,10/4/2023,EP2310-0009,MDM-DMC,Dung môi Chỉnh,KG,100,KG,100,
PR23/11-010,Hoàng Văn Khiêm ,11/6/2023,EP2311-0007,MDM-DMC,Dung môi Chỉnh,KG,100,KG,100,
PR23/10-059,Hoàng Văn Khiêm ,10/25/2023,EP2310-0072,MDM-DMC,Dung môi Chỉnh,KG,100,KG,100,
PR23/12-019,Hoàng Văn Khiêm ,12/11/2023,EP2312-0025,MDM-DMC,Dung môi Chỉnh,KG,75,KG,75,
PR23/12-055,Hoàng Văn Khiêm ,12/21/2023,EP2312-0064,MDM-DMC,Dung môi Chỉnh,KG,75,KG,75,
PR23/12-055,Hoàng Văn Khiêm ,12/21/2023,EP2312-0064,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,48,KG,48,
PR23/10-065,Hoàng Văn Khiêm ,10/26/2023,EP2310-0076,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,25,KG,25,
PR23/11-004,Hoàng Văn Khiêm ,11/2/2023,EP2311-0002,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,25,KG,25,
PR23/10-036,Hoàng Văn Khiêm ,10/16/2023,EP2310-0050,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,25,KG,25,
PR23/11-091,Hoàng Văn Khiêm ,11/30/2023,EP2311-0108,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,25,KG,25,
PR23/11-075,Hoàng Văn Khiêm ,11/27/2023,EP2311-0077,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,25,KG,25,
PR23/11-041,Hoàng Văn Khiêm ,11/20/2023,EP2311-0042,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,25,KG,25,
PR23/11-022,Hoàng Văn Khiêm ,11/10/2023,EP2311-0020,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,25,KG,25,
PR23/11-022,Hoàng Văn Khiêm ,11/10/2023,EP2311-0020,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,
PR23/11-041,Hoàng Văn Khiêm ,11/20/2023,EP2311-0042,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,850,KG,850,
PR23/11-059,Hoàng Văn Khiêm ,11/23/2023,EP2311-0050,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,510,KG,510,
PR23/11-091,Hoàng Văn Khiêm ,11/30/2023,EP2311-0108,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,510,KG,510,
PR23/10-036,Hoàng Văn Khiêm ,10/16/2023,EP2310-0050,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,
PR23/10-006,Nguyễn Thị Hưởng,10/4/2023,EP2310-0009,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,680,KG,680,
PR23/11-004,Hoàng Văn Khiêm ,11/2/2023,EP2311-0002,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,
PR23/10-065,Hoàng Văn Khiêm ,10/26/2023,EP2310-0076,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,
PR23/10-059,Hoàng Văn Khiêm ,10/25/2023,EP2310-0072,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,
PR23/12-055,Hoàng Văn Khiêm ,12/21/2023,EP2312-0064,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,340,KG,340,
PR23/12-066,Hoàng Văn Khiêm ,12/27/2023,EP2312-0081,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,
PR23/12-014,Hoàng Văn Khiêm ,12/7/2023,EP2312-0017,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,
PR23/12-032,Hoàng Văn Khiêm ,12/14/2023,EP2312-0042,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,
PR23/11-075,Hoàng Văn Khiêm ,11/27/2023,EP2311-0077,MDM-DMLPLM,Dung Môi PP Polime - Dung Môi gián tiếp - Mực Pha,KG,1020,KG,1020,
PR23/11-060,Hoàng Văn Khiêm ,11/23/2023,EP2311-0068,MDM-DMLPLM,Dung Môi PP Polime - Dung Môi gián tiếp - Mực Pha,KG,170,KG,170,
PR23/11-041,Hoàng Văn Khiêm ,11/20/2023,EP2311-0042,MDM-DMNK,Dung môi nhanh khô,KG,75,KG,75,
