Số chứng từ,Ngày tạo,Người tạo,Loại kế hoạch,Ghi chú 1,Vật tư,Tên vật tư,Đvt 1,Số lượng 1,HSQĐ,Đvt 2,Số lượng 2,Ghi chú 2,Mục đích sử dụng,Ngày sử dụng
EP2309-0033,9/11/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư lắp cho máy in cái theo đề xuất.,0902209830000000,Đèn + máng sấy hồng ngoại 2 bóng. KT: 630x200x50m. (220V - 1000W / bóng),CAI,2,1,CAI,2,,,9/18/2023
EP2309-0034,9/11/2023,Nguyễn Dũng Trung,Theo bộ phận,Đơn hàng mãu Furukawa,MANH018020G002TRTR,"Manh LDPE trong, kích thước 18.0x20.0cm, dày 80mic; TL: 2.65g/cái",Cái,3300,0.003,KG,9.9,,,
EP2309-0034,9/11/2023,Nguyễn Dũng Trung,Theo bộ phận,Đơn hàng mãu Furukawa,0924300063000000,Khuôn dập W 22 cm x L 30 cm,Cái,1,1,Cái,1,,,
EP2309-0037,9/11/2023,Nguyễn Dũng Trung,Theo bộ phận,Đơn hàng mãu Furukawa,10DAI-PPDE0-01-0530,"Dây đai PP, Kích thước 5.0cm;  TL: 30g/m, màu đen",M,80000,0.003,KG,240,,,9/14/2023
EP2309-0036,9/11/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC ĐƠN HÀNG SUIJPLAC (KHẮC NGHỊCH 5mm ) - CAO SU,52001051180000000,CSR-A1,CM2,10000,1,CM2,10000,,MAY IN,9/14/2023
EP2309-0036,9/11/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC ĐƠN HÀNG SUIJPLAC (KHẮC NGHỊCH 5mm ) - CAO SU,52001051190000000,Gula Prai,CM2,10000,1,CM2,10000,,MAY IN,9/14/2023
EP2309-0036,9/11/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC ĐƠN HÀNG SUIJPLAC (KHẮC NGHỊCH 5mm ) - CAO SU,52001051200000000,GULA AiSing,CM2,10000,1,CM2,10000,,MAY IN,9/14/2023
EP2309-0046,9/12/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC THUẬN HARVEST PADDI 3. SO2308-0041,5200103830000000,BAJA PADI III,CM2,10000,1,CM2,10000,,MÁY IN,9/13/2023
EP2309-0044,9/12/2023,Nguyễn Văn Long,Theo bộ phận,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, UNIPACK, 66 MFM(SO2309-0009+SO2309-0003)",MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,25,1,KG,25,,MAY IN,9/15/2023
EP2309-0044,9/12/2023,Nguyễn Văn Long,Theo bộ phận,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, UNIPACK, 66 MFM(SO2309-0009+SO2309-0003)",MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,1,KG,1020,,MAY IN,9/15/2023
EP2309-0045,9/12/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG 66 LUMUT-SO2309-0004,MDM-FL021GT,Cam 021C FL gián tiếp,KG,34,1,KG,34,,MAY IN,9/15/2023
EP2309-0044,9/12/2023,Nguyễn Văn Long,Theo bộ phận,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, UNIPACK, 66 MFM(SO2309-0009+SO2309-0003)",MDM-FL16,Đỏ Sen 16 FL,KG,25,1,KG,25,,MAY IN,9/15/2023
EP2309-0044,9/12/2023,Nguyễn Văn Long,Theo bộ phận,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, UNIPACK, 66 MFM(SO2309-0009+SO2309-0003)",MDM-FL23,Vàng Chanh 23 FL,KG,25,1,KG,25,,MAY IN,9/15/2023
EP2309-0044,9/12/2023,Nguyễn Văn Long,Theo bộ phận,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, UNIPACK, 66 MFM(SO2309-0009+SO2309-0003)",MDM-FL39,Xanh Dương 39 FL,KG,75,1,KG,75,,MAY IN,9/15/2023
EP2309-0044,9/12/2023,Nguyễn Văn Long,Theo bộ phận,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, UNIPACK, 66 MFM(SO2309-0009+SO2309-0003)",MDM-FL81,Tím 81 FL,KG,25,1,KG,25,,MAY IN,9/15/2023
EP2309-0044,9/12/2023,Nguyễn Văn Long,Theo bộ phận,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, UNIPACK, 66 MFM(SO2309-0009+SO2309-0003)",MDM-FL92,Đen 92 FL,KG,75,1,KG,75,,MAY IN,9/15/2023
EP2309-0044,9/12/2023,Nguyễn Văn Long,Theo bộ phận,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, UNIPACK, 66 MFM(SO2309-0009+SO2309-0003)",MDM-FLXD2763,Xanh Dương 2763 FL,KG,25,1,KG,25,,MAY IN,9/15/2023
EP2309-0045,9/12/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG 66 LUMUT-SO2309-0004,MDM-FLXD2763GT,Xanh Dương 2763 FL gián tiếp,KG,34,1,KG,34,,MAY IN,9/15/2023
EP2309-0044,9/12/2023,Nguyễn Văn Long,Theo bộ phận,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, UNIPACK, 66 MFM(SO2309-0009+SO2309-0003)",MDM-FLXL3415C,Xanh Lá 3415C FL,KG,50,1,KG,50,,MAY IN,9/15/2023
EP2309-0045,9/12/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG 66 LUMUT-SO2309-0004,MDM-FLXL3415CGT,Xanh Lá 3415C FL gián tiếp,KG,34,1,KG,34,,MAY IN,9/15/2023
EP2309-0044,9/12/2023,Nguyễn Văn Long,Theo bộ phận,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, UNIPACK, 66 MFM(SO2309-0009+SO2309-0003)",MDM-FX61,Trắng 61 FL,KG,25,1,KG,25,,MAY IN,9/15/2023
EP2309-0042,9/12/2023,Trần Thị Phượng,Theo bộ phận,ĐỀ XUẤT MUA HỘP GIẤY,HVS001,Hộp giấy vệ sinh,Cái,6,1,Cái,6,,Đựng giấy vs VP mới,9/15/2023
EP2309-0043,9/12/2023,Trần Thị Phượng,Theo bộ phận,ĐỀ XUẤT MUA XÀ BÔNG CHO BP TẠP VỤ THÁNG 08.2023,5200110650000003,Xà phòng rửa chén,THUNG,4,1,THUNG,4,,Sử dụng cho bp tạp vụ,9/15/2023
EP2309-0047,9/12/2023,Nguyễn Dũng Trung,Theo bộ phận,BÁN CHO CÔNG TY TNHH LUCKY STAR PLAST,TAICAL-EFPP1001-4,Hạt taical kéo sợi NA EFPP 1001-4,KG,27000,1,KG,27000,,,9/18/2023
EP2309-0041,9/12/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng lắp đặt cho máy Thổi 02.,0907101100000000,"Máy hút hạt nhựa dạng 1 cục 400G điện 3 pha, model :  HAL-400G",BO,2,1,BO,2,,,9/30/2023
EP2309-0040,9/12/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng cho máy cắt JUMBO.,0908500810000000,Lô PU kéo vải phi 120x1400mm.   ( GC theo bản vẽ),TRUC,1,1,TRUC,1,,,9/17/2023
EP2309-0041,9/12/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng lắp đặt cho máy Thổi 02.,0904200230000000,"Thùng phễu keo INOX, Phi 500x560mm  (GC theo bản vẽ)",CAI,2,1,CAI,2,,,9/30/2023
EP2309-0052,9/13/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC DONGWON PO10-KHẮC NGHỊCH 5MM,520010903400000,Dongwon 106-A,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0052,9/13/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC DONGWON PO10-KHẮC NGHỊCH 5MM,520010903800000,Dongwon 108-A,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0052,9/13/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC DONGWON PO10-KHẮC NGHỊCH 5MM,520010904000000,Dongwon 110-A,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0052,9/13/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC DONGWON PO10-KHẮC NGHỊCH 5MM,520010904100000,Dongwon 111-A,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0052,9/13/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC DONGWON PO10-KHẮC NGHỊCH 5MM,520010904500000,Dongwon 115-A,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0052,9/13/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC DONGWON PO10-KHẮC NGHỊCH 5MM,520010904600000,Dongwon 116-A,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0052,9/13/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC DONGWON PO10-KHẮC NGHỊCH 5MM,520010904700000,Dongwon 117-A,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0052,9/13/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC DONGWON PO10-KHẮC NGHỊCH 5MM,520010904800000,Dongwon 118-A,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,5300100650000000,Thẻ Xe Máy,CAI,50,1,CAI,50,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,5300100310000000,BB Double,CAI,30,1,CAI,30,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,5300100460000000,Giấy A472,Gram,30,1,Gram,30,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,5300100510000000,Giấy A5/70,Gram,10,1,Gram,10,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,5300100580000000,Kim Bấm 10,HOP,20,1,HOP,20,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,5300100590000000,Lưỡi Dao Lớn,HOP,20,1,HOP,20,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,53-5300100370000000,Bút lông dầu xanh,CAY,30,1,CAY,30,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,VPP003,Bìa Lổ Mỏng,XAP,5,1,XAP,5,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,VPP004,Decal Oji,XAP,10,1,XAP,10,,,9/18/2023
EP2309-0048,9/13/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư lắp đặt cân cho phân xưởng 1.,0905600500000000,Dây cáp tín hiệu từ board về đâu cân hiển thị. Cho cân điện tử A12 -  2 tấn.,Mét,20,1,Mét,20,,,9/17/2023
EP2309-0049,9/13/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua dầu cho xe nâng và bao tay lên cho sản xuất Tháng 09/2023,0700100090000000,dầu do,Lít,200,1,Lít,200,,,9/18/2023
EP2309-0049,9/13/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua dầu cho xe nâng và bao tay lên cho sản xuất Tháng 09/2023,0909400030000000,BAO TAY LEN ,Đôi,1000,1,Đôi,1000,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,0914700010000000,PIN AAA ,Cái,30,1,Cái,30,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,5300101350000000,Giấy NoTe Mũi Tên,XẤP,5,1,XẤP,5,,,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,5300101840000000,Nhựa ép plastic A3.,XẤP,1,1,XẤP,1,,,9/18/2023
EP2309-0051,9/13/2023,Nguyễn Dũng Trung,Theo bộ phận,Jumbo GFI,10ROP-PEWHI-02-0613,"Dây ROPE PE (C3), D6mm x 13g/m, trắng đục.",M,50,0.013,KG,0.65,,,9/15/2023
EP2309-0051,9/13/2023,Nguyễn Dũng Trung,Theo bộ phận,Jumbo GFI,10ROP-PEWHI-02-1025,"Dây ROPE PE (C3), D10mm x 25g/m, trắng đục.",M,30,0.025,KG,0.75,,,9/15/2023
EP2309-0051,9/13/2023,Nguyễn Dũng Trung,Theo bộ phận,Jumbo GFI,10PVC-D1602-02-0000,"Ống nhựa lưới PVC D16mm, dày 2mm, màu trắng trong; TL: 100g/m",M,5,0.1,KG,0.5,,,9/15/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,5300100920000000,Bìa 3 Dây 10F,CAI,10,1,CAI,10,,Sử dụng cho các phòng ban,9/18/2023
EP2309-0050,9/13/2023,Trần Thị Phượng,Theo bộ phận,ĐỄ XUẤT MUA VPP THÁNG 09.2023,5300101160000000,Kệ Đựng 3 Tầng,CAI,2,1,CAI,2,,,9/18/2023
EP2309-0052,9/13/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC DONGWON PO10-KHẮC NGHỊCH 5MM,5200107380000000,DONGWON 109-A,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0052,9/13/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC DONGWON PO10-KHẮC NGHỊCH 5MM,5200107390000000,DONGWON 120-A,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0053,9/14/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC BẢN IN INTER- KHẮC NGHỊCH 5MM,5200104270000000,Brown Globe,CM2,10000,1,CM2,10000,,MÁY IN,9/16/2023
EP2309-0054,9/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0032 - ECL
Ống giấy",5200100050000000,"[ECL] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 113cm (-1), độ bền nén: >=270kgF/100mm.",ONG,22,3.955,KG,87.01,SO2309-0032 - ECL,,9/20/2023
EP2309-0054,9/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0032 - ECL
Ống giấy",5200100070000000,"[ECL] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 117cm (-1), độ bền nén: >=270kgF/100mm.",ONG,10,4.095,KG,40.95,SO2309-0032 - ECL,,9/20/2023
EP2309-0054,9/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0032 - ECL
Ống giấy",5200100080000000,"[ECL] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 119cm (-0/+1), độ bền nén: >=270kgF/100mm",ONG,44,4.165,KG,183.26,SO2309-0032 - ECL,,9/20/2023
EP2309-0058,9/15/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0035 - AGRIFEED
DONGWON DỆT BỔ SUNG
SO2309-0030 - DONGWON
JUNIPACK + TỒN",0500100020000000,"Dây đai ép kiện, màu vàng, K15.0mm, TL: 10.0g/m.",Cuộn,50,1,KG,50,SO2309-0030 - DONGWON + TỒN,,9/19/2023
EP2309-0058,9/15/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0035 - AGRIFEED
DONGWON DỆT BỔ SUNG
SO2309-0030 - DONGWON
JUNIPACK + TỒN",HAT-CAM-33102B,Hạt màu cam 33102B,KG,425,1,KG,425,DONGWON DỆT BỔ SUNG,,9/19/2023
EP2309-0058,9/15/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0035 - AGRIFEED
DONGWON DỆT BỔ SUNG
SO2309-0030 - DONGWON
JUNIPACK + TỒN",HAT-EMH55196,Hạt màu xanh lá EMH55196. [EUP] [376C],KG,100,1,KG,100,DONGWON DỆT BỔ SUNG,,9/19/2023
EP2309-0058,9/15/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0035 - AGRIFEED
DONGWON DỆT BỔ SUNG
SO2309-0030 - DONGWON
JUNIPACK + TỒN",HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,75,1,KG,75,DONGWON DỆT BỔ SUNG,,9/19/2023
EP2309-0058,9/15/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0035 - AGRIFEED
DONGWON DỆT BỔ SUNG
SO2309-0030 - DONGWON
JUNIPACK + TỒN",BIACARTON5LOP.1111,Bìa carton 5 lớp kích thước 1.1mx1.1m. [Lót Pallet],TAM,75,1,TAM,75,SO2309-0035 - AGRIFEED,,9/22/2023
EP2309-0058,9/15/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0035 - AGRIFEED
DONGWON DỆT BỔ SUNG
SO2309-0030 - DONGWON
JUNIPACK + TỒN",BIACARTON5LOP.1112,Bìa carton 5 lớp kích thước 1.1mx1.2m. [Lót Pallet],TAM,52,1,TAM,52,SO2309-0030 - DONGWON,,9/22/2023
EP2309-0057,9/15/2023,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư lắp dặt chậu rửa cho bếp,0923700040000000,Keo dán ống nhựa PVC BM - 0.5kg.,LON,1,1,LON,1,,Lắp chậu rửa bếp,9/16/2023
EP2309-0057,9/15/2023,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư lắp dặt chậu rửa cho bếp,0904300080000000,T Nhựa 60,Cái,1,1,Cái,1,,Lắp chậu rửa bếp,9/16/2023
EP2309-0057,9/15/2023,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư lắp dặt chậu rửa cho bếp,0904700230000000,Co nhựa pvc 60,CAI,1,1,CAI,1,,Lắp chậu rửa bếp,9/16/2023
EP2309-0057,9/15/2023,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư lắp dặt chậu rửa cho bếp,0906102096000000,Nối Nhựa PVC BM 1 đầu ren Trong 60 - ống 60,CAI,2,1,CAI,2,,Lắp chậu rửa bếp,9/16/2023
EP2309-0058,9/15/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0035 - AGRIFEED
DONGWON DỆT BỔ SUNG
SO2309-0030 - DONGWON
JUNIPACK + TỒN",HAT-UVMU001D,Hạt UVMU001D (Colorful VN),KG,300,1,KG,300,JUNIPACK + TỒN,,9/20/2023
EP2309-0055,9/15/2023,Trần Thị Phượng,Theo bộ phận,Đễ xuất mua túi đựng rác  cho vp mới,5300101900000000,Túi đựng rác size trung.  KT: 55x65mm ( màu đen),CUON,3,1,CUON,3,,Đựng rác cho vp mới,9/19/2023
EP2309-0055,9/15/2023,Trần Thị Phượng,Theo bộ phận,Đễ xuất mua túi đựng rác  cho vp mới,5300101910000000,Túi đựng rác size đại.  KT: 64x78mm ( màu đen),CUON,3,1,CUON,3,,Đựng rác cho vp mới,9/19/2023
EP2309-0055,9/15/2023,Trần Thị Phượng,Theo bộ phận,Đễ xuất mua túi đựng rác  cho vp mới,5300101920000000,Túi đựng rác size tiểu.  KT: 44x56mm ( màu đen),CUON,3,1,CUON,3,,Đựng rác cho vp mới,9/19/2023
EP2309-0056,9/15/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC JUMBO FUKUNAGA (KHẮC NGHỊCH 4mm ) -cao su,52001051210000000,KENAGA-FUKANAGA,CM2,10000,1,CM2,10000,,Máy in,9/16/2023
EP2309-0057,9/15/2023,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư lắp dặt chậu rửa cho bếp,0903900450000000,VAN NHỰA TAY GẠT PHI 60,CAI,1,1,CAI,1,,Lắp chậu rửa bếp,9/16/2023
EP2309-0057,9/15/2023,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư lắp dặt chậu rửa cho bếp,0905800210000000,"MŨI KHOAN BÊ TÔNG 6,5LY SÂU 8cm",Cái,1,1,Cái,1,,Lắp chậu rửa bếp,9/16/2023
EP2309-0059,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật  tư làm lắp đường nước giải nhiệt cho máy Thổi 02.,0923700040000000,Keo dán ống nhựa PVC BM - 0.5kg.,LON,2,1,LON,2,,"Dự án lắp đặt,",9/20/2023
EP2309-0059,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật  tư làm lắp đường nước giải nhiệt cho máy Thổi 02.,0904700420000000,Co nhựa PVC-MB phi 34mm,CAI,2,1,CAI,2,,"Dự án lắp đặt,",9/20/2023
EP2309-0059,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật  tư làm lắp đường nước giải nhiệt cho máy Thổi 02.,0906100950000000,Nối nhựa PVC-BM phi 49 giảm 34.,CAI,2,1,CAI,2,,"Dự án lắp đặt,",9/20/2023
EP2309-0059,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật  tư làm lắp đường nước giải nhiệt cho máy Thổi 02.,09047012300000000,Nối nhựa PVC BM ren trong phi 34mm,CAI,2,1,CAI,2,,"Dự án lắp đặt,",9/20/2023
EP2309-0059,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật  tư làm lắp đường nước giải nhiệt cho máy Thổi 02.,0907200070000000,Mút bảo ôn dạng ống phi 34.,M,16,1,M,16,,"Dự án lắp đặt,",9/20/2023
EP2309-0060,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử chữa thay thế cho máy cắt JUMBO và máy cắt hạt Ó.,0902100910000000,Dây đai răng 8M-PU lõi thép - bản rộng 20mm.,M,9,1,M,9,,Sửa chữa,9/20/2023
EP2309-0060,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử chữa thay thế cho máy cắt JUMBO và máy cắt hạt Ó.,0906400240000000,Ốc bơm mỡ bò M12. Thẳng.,CON,10,1,CON,10,,Sửa chữa,9/20/2023
EP2309-0059,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật  tư làm lắp đường nước giải nhiệt cho máy Thổi 02.,0906201170000000,Ống nhựa PVC- BM phi 75 x 2.2mm,CAY,9,1,CAY,9,,"Dự án lắp đặt,",9/20/2023
EP2309-0059,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật  tư làm lắp đường nước giải nhiệt cho máy Thổi 02.,0904300240000000,T nhựa PVC-BM phi 75x2.2mm,CAI,2,1,CAI,2,,"Dự án lắp đặt,",9/20/2023
EP2309-0059,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật  tư làm lắp đường nước giải nhiệt cho máy Thổi 02.,0906101010000000,Nối nhựa PVC-BM phi 75 giảm 49.,CAI,2,1,CAI,2,,"Dự án lắp đặt,",9/20/2023
EP2309-0059,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật  tư làm lắp đường nước giải nhiệt cho máy Thổi 02.,0906100760000000,Nối thẳng nhựa PVC-BM phi 75mm.,CAI,4,1,CAI,4,,"Dự án lắp đặt,",9/20/2023
EP2309-0059,9/16/2023,Hà Mạnh Hùng,Theo bộ phận,Vật  tư làm lắp đường nước giải nhiệt cho máy Thổi 02.,0907200030000000,Mút bảo ôn cách nhiệt PE.OPP dạng ống phi trong 75mm dày 15mm,M,30,1,M,30,,"Dự án lắp đặt,",9/20/2023
EP2309-0064,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì máy nén khí SA15A và SA37A.,0700100180000000,Dầu FUSHENG thùng 18 lít,THUNG,3,1,THUNG,3,,Bảo trì thiết bị phụ trợ.,9/20/2023
EP2309-0065,9/18/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC AGRFEED -KHẮC NGHỊCH 5MM.-SO2309-0035,5200103710000000,AGRI FEED,CM2,10000,1,CM2,10000,,MÁY IN,9/20/2023
EP2309-0063,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sửa chữa hộp số AS55 của máy sợi, và thay thế cho máy rút dây ép kiện.",0901100840000000,BẠC ĐẠN 32006J,CAI,2,1,CAI,2,,Hộp số máy sợi LH2.,9/24/2023
EP2309-0063,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sửa chữa hộp số AS55 của máy sợi, và thay thế cho máy rút dây ép kiện.",0901300870000000,BU LONG LỤC GIÁC ÂM M6x10,CAI,20,1,CAI,20,,Máy cắt AUTO.,9/24/2023
EP2309-0062,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sửa chữa máy ép kiện JUMBO số 2, máy in cuộn số 5, và máy sợi LH1.",0917400090000000,"Băng keo lụa (cao su non) 0,075mm*1/2*5-10mm",CUON,20,1,CUON,20,,"Thay thế cho máy ép kiện,",9/22/2023
EP2309-0064,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì máy nén khí SA15A và SA37A.,0908500530000000,LỌC KHÍ SA37A FUSHENG,CAI,1,1,CAI,1,,Bảo trì thiết bị phụ trợ.,9/20/2023
EP2309-0064,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì máy nén khí SA15A và SA37A.,0908500540000000,LỌC KHÍ SA15A FUSHENG,CAI,1,1,CAI,1,,Bảo trì thiết bị phụ trợ.,9/20/2023
EP2309-0064,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì máy nén khí SA15A và SA37A.,0912600010000000,Tách Dầu SA37A FUSHENG,CAI,1,1,CAI,1,,Bảo trì thiết bị phụ trợ.,9/20/2023
EP2309-0064,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì máy nén khí SA15A và SA37A.,0912600020000000,Tách Dầu SA15A FUSHENG,CAI,1,1,CAI,1,,Bảo trì thiết bị phụ trợ.,9/20/2023
EP2309-0061,9/18/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua đinh đóng palet (theo phiếu đề xuất),0913900070000000,Đinh 5 phân,Kg,30,1,Kg,30,,,9/21/2023
EP2309-0061,9/18/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua đinh đóng palet (theo phiếu đề xuất),0913900080000000,Đinh thép 4 phân,Kg,20,1,Kg,20,,,9/21/2023
EP2309-0064,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì máy nén khí SA15A và SA37A.,0922900060000000,lọc dầu SA37A FUSHENG,CAI,1,1,CAI,1,,Bảo trì thiết bị phụ trợ.,9/20/2023
EP2309-0064,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì máy nén khí SA15A và SA37A.,0922900070000000,lọc dầu SA15A FUSHENG,CAI,1,1,CAI,1,,Bảo trì thiết bị phụ trợ.,9/20/2023
EP2309-0066,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,NVL sử dụng cho xe nâng lắp máy.,0700100090000000,dầu do,Lít,30,1,Lít,30,,,9/19/2023
