Số chứng từ,Ngày tạo,Người tạo,Loại kế hoạch,Ghi chú 1,Vật tư,Tên vật tư,Đvt 1,Số lượng 1,HSQĐ,Đvt 2,Số lượng 2,Ghi chú 2,Mục đích sử dụng,Ngày sử dụng
EP2306-0004,6/1/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC DONGWON (KHẮC NGHỊCH 5MM )- CAO SU- PO1 BỔ SUNG,5200103180000000,Dongwon 7-B,CM2,10000,1,CM2,10000,,,6/4/2023
EP2306-0002,6/1/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT KHẮC MOLINERA (KHẮC THUẬN 4MM )-SO2304-0017,5200104840000000,bản in EXTRA FINA,CM2,10000,1,CM2,10000,,,6/4/2023
EP2306-0006,6/1/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC MOLINERA (KHẮC NGHỊCH 5MM )- SO2304-0017,5200104890000000,Flor,CM2,10000,1,CM2,10000,,,6/3/2023
EP2306-0005,6/1/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng lắp đặt máy dệt CS phân xưởng 1,0902205190000000,Đèn diệt côn trùng công nghiệp DAISINH DS-D202,CAI,4,1,CAI,4,,Máy dệt CS,6/10/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0901100170000000,Bạc đạn SKF 6000-2Z/C3,CAI,80,1,CAI,80,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0901100180000000,BẠC ĐẠN 6001,CAI,300,1,CAI,300,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0901100350000000,BẠC ĐẠN 608,CAI,200,1,CAI,200,,Máy dệt CS,6/12/2023
EP2306-0008,6/2/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC DELL VALLE (KHẮC NGHỊCH 5MM )-SO2305-0045,52001051010000000,HARINA PANIFICATION DEL VALLE,CM2,10000,1,CM2,10000,,,6/5/2023
EP2306-0011,6/2/2023,Trần Thị Phượng,Theo bộ phận,MUA NƯỚC SUỐI TIẾP KHÁCH + NỘI BỘ,5300101670000000,Nước suối aquafina 500ml,CHAI,600,1,CHAI,600,,,6/7/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0923700240000000,Bulong lục giác đầu dù M6x20,CON,100,1,CON,100,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0923700250000000,Bulong lục giác đầu tròn M6x25,CON,200,1,CON,200,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0923700260000000,Bulong lục giác đầu tròn M6x20,CON,200,1,CON,200,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0923700270000000,Tán đen M6,CON,200,1,CON,200,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0923700280000000,Bulong lục giác đầu tròn M8x10,CON,100,1,CON,100,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0923700290000000,Tán đen M8,CON,100,1,CON,100,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0923700300000000,Bulong lục giác đầu tròn phi 6x28 - ren M5x10 ( theo mẫu ),CON,100,1,CON,100,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0904800980000000,Cốt đầu dù trước CS ( theo mẫu ),CAI,100,1,CAI,100,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0904800990000000,Cốt bánh xe lưng thoi trước CS ( theo mẫu ),CAI,30,1,CAI,30,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0912800190000000,Bánh xe lưng thoi trước CS ( Theo mẫu),CAI,70,1,CAI,70,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0912800200000000,Bánh xe lưng thoi sau CS ( Theo mẫu),CAI,100,1,CAI,100,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0912800210000000,Bánh xe bộ đẩy CS,CAI,50,1,CAI,50,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0090610220000000,Đầu dù trước CS ( theo bản vẽ ),CAI,50,1,CAI,50,,Máy dệt CS,6/12/2023
EP2306-0009,6/2/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng bảo trì bảo dưỡng thoi máy dệt CS ( Dự án ),0090610230000000,Đầu dù sau CS ( theo bản vẽ ),CAI,50,1,CAI,50,,Máy dệt CS,6/12/2023
EP2306-0012,6/3/2023,Nguyễn Văn Long,Theo bộ phận,LOGO-SAIGON XANH (KHẮC THUẬN 4MM )-SO2305-0034,5300101790000000,LOGO TRIBAT SÀI GÒN XANH,CM2,10000,1,CM2,10000,,,6/6/2023
EP2306-0014,6/3/2023,Nguyễn Văn Long,Theo bộ phận,KHẮCPADI III (KHẮC THUẬN 4MM ) (02 BỘ) - SO2304-0030- CAO SU,5200103830000000,BAJA PADI III,CM2,10000,1,CM2,10000,,,6/6/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0902208800000000,Dây điện tiếp địa sọc vàng 1x6mm2,M,400,1,M,400,,,6/13/2023
EP2306-0017,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng sửa chữa MMTB của phòng kỹ thuật,0905501630000000,Khóa tay nắm tròn Việt Tiệp - 04206 (dùng cho cửa nhôm.),CAI,2,1,CAI,2,,Bộ phận cơ khí,6/8/2023
EP2306-0013,6/3/2023,Nguyễn Văn Long,Theo bộ phận,LOGO PADI III (KHẮC THUẬN 4MM ) (04 BỘ) - POLIME-SO2304-0030,5200108838000000,LOGO PADI III-HARVEST,CM2,10000,1,CM2,10000,,,6/6/2023
EP2306-0018,6/3/2023,Trần Đình Huyền,Theo bộ phận,Kẻ vạch phân cách đường nội bộ từ Cổng chính đến nhà gởi xe máy,0916100070000000,Nước sơn vàng vẽ layout,Hộp,2,1,Hộp,2,Loại sơn chuyên dụng kẻ đường Epoxy,Kẻ vạch phân cách đường nội bộ từ Cổng chính đến nhà gởi xe máy,6/10/2023
EP2306-0018,6/3/2023,Trần Đình Huyền,Theo bộ phận,Kẻ vạch phân cách đường nội bộ từ Cổng chính đến nhà gởi xe máy,0902202760000000,Rulô lăn sơn 10cm,Cây,3,1,Cây,3,,Kẻ vạch phân cách đường nội bộ từ Cổng chính đến nhà gởi xe máy,6/10/2023
EP2306-0016,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng thay thế cho máy tráng hấp và máy dệt lohia,0902203840000000,Card báo hết chỉ dọc AXL6 (warp sensor card)) mã: 11147250166,Cái,6,1,Cái,6,,Máy dệt lohia,6/13/2023
EP2306-0016,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng thay thế cho máy tráng hấp và máy dệt lohia,0905600190000000,"Sensor báo từ (Magnetic sensor, PNP, NO, M12) MB80-12GM50-E2 mã:14421011001",Cái,20,1,Cái,20,,Máy dệt lohia,6/13/2023
EP2306-0017,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng sửa chữa MMTB của phòng kỹ thuật,0908700080000000,bình oxy,Bình,1,1,Bình,1,,Bộ phận cơ khí,6/8/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0906600530000000,Máng điện 200x100x1.8 + nắp,M,30,1,M,30,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0906600570000000,Co xuống 200x100x1.8 + nắp,CAI,4,1,CAI,4,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0906600550000000,Máng điện 100x50x1.8 + nắp,M,30,1,M,30,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0906600560000000,Co xuống 100x50x1.8 + nắp,CAI,6,1,CAI,6,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0902204330000000,Dây điện tiếp địa sọc vàng 1C X 8MM2,M,400,1,M,400,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0906600580000000,Dây điện tròn mềm  2x1.0mm- VVcm - Lion,M,600,1,M,600,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0906600590000000,Dây điện Lion CVV 4x38mm,M,130,1,M,130,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0902206170000000,MÁNG ĐÈN LET 1.2m - DUHAL,CAI,30,1,CAI,30,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0906600600000000,Sắt hộp kẻm 40x80x1.4mm,M,30,1,CAY,30,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0906600610000000,Đầu cos Nichifu 38-8,CON,200,1,CON,200,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0906600640000000,Chụp mũ màu Nichifu - TIC22 ( đỏ-vàng-xanh-đen ),CAI,200,1,CAI,200,,,6/13/2023
EP2306-0015,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,"Vật tư sử dụng lắp đặt máy hấp, máy thổi, máy banh vải, máy xếp hông, máy cắt PE",0906600630000000,Ốc bắt máng cổ vuông M8x12,CON,400,1,CON,400,,,6/13/2023
EP2306-0016,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng thay thế cho máy tráng hấp và máy dệt lohia,0906600650000000,"Biến dòng LMZJ1 - 0,5",CAI,15,1,CAI,15,,Máy tráng hấp,6/13/2023
EP2306-0016,6/3/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư sử dụng thay thế cho máy tráng hấp và máy dệt lohia,0906600660000000,Đồng hồ BE-48 CT:30/5A,CAI,15,1,CAI,15,,Máy tráng hấp,6/13/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0900500170000000,BÁT ĐỠ KIM MÁY MAY 3W,CAI,5,1,CAI,5,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0901100060000000,bạc đạn 2201,CAI,10,1,CAI,10,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,090570142000000,Phớt nhớt máy may D04003.,CAI,10,1,CAI,10,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0926600030000000,CHÂN VỊT NHỰA MÁY MAY SUNTA (THEO MẪU),CAI,200,1,CAI,200,,Máy may,6/12/2023
EP2306-0019,6/5/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2305-0045 - China Plastic+ Tồn kho,040010006000000,"Chỉ may cotton C9, màu trắng. [2400D, 9.0kgF, 16%]",KG,350,1,KG,350,SO2305-0045 - China Plastic,,6/6/2023
EP2306-0019,6/5/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2305-0045 - China Plastic+ Tồn kho,040010006000000,"Chỉ may cotton C9, màu trắng. [2400D, 9.0kgF, 16%]",KG,300,1,KG,300,Stock kho,,6/12/2023
EP2306-0020,6/5/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2305-0018 - Matang
SO2305-0019 - Matang",5200100073000000,"Ống giấy mới, phi trong 76.5mm, dày 15mm, dài 195cm (-0/+1), độ bền nén: >=270kgF/100mm.",ONG,30,1,ONG,30,SO2305-0018,,
EP2306-0020,6/5/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2305-0018 - Matang
SO2305-0019 - Matang",5200100073000000,"Ống giấy mới, phi trong 76.5mm, dày 15mm, dài 195cm (-0/+1), độ bền nén: >=270kgF/100mm.",ONG,50,1,ONG,50,SO2305-0019,,
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0902100260000000,DÂY CU ROA MÁY MAY 310H,Cái,5,1,Cái,5,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0902100580000000,dây cu roa 360H,Sợi,5,1,Sợi,5,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0906400010000000,ỐC CHỊU TAY ZÊN MÁY MAY 2W (MÃ SỐ 1/4S40010),Cái,10,1,Cái,10,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0910600080000000,TAY ZÊN 032012,Cái,3,1,Cái,3,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0911400010000000,TÁO KIM MÁY MAY 2w,Cái,10,1,Cái,10,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,5200110350000000,Quạt Nhớt 032041,Cái,10,1,Cái,10,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0916600020000000,Mặt nguyệt máy may NEWLONG mã: 034192,CAI,10,1,CAI,10,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0906400210000000,ỐC nắp máy may newlong 2w 7/32532007,CON,20,1,CON,20,,Máy may,6/12/2023
EP2306-0021,6/5/2023,Hành chính kỹ thuật,Theo bộ phận,Vật tư dự phòng và thay thế cho máy may,0904800480000000,Cốt chính máy may newlong - 031025,CAI,3,1,CAI,3,,Máy may,6/12/2023
EP2306-0022,6/6/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC INTREFLOUR (KHẮC NGHỊCH 5MM )-SO2305-0042,5200104350000000,Cám mì Pollard,CM2,10000,1,CM2,10000,,,6/9/2023
EP2306-0027,6/7/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC SAI GON XANH (KHẮC THUẬN 4MM )- CAO SU-,5200108860000000,TRIBAT 43 X 65 ( SAIGONXANH),CM2,10000,1,CM2,10000,,,6/10/2023
EP2306-0027,6/7/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC SAI GON XANH (KHẮC THUẬN 4MM )- CAO SU-,5200108870000000,TRIBAT 50X85 (SAIGONXANH),CM2,10000,1,CM2,10000,,,6/10/2023
EP2306-0025,6/7/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt thay xe 9 chỗ,0700100171000000,Nhớt castrol 20W50.,LIT,7,1,LIT,7,,,6/10/2023
EP2306-0026,6/7/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC INTREFLOUR (KHẮC NGHỊCH 5MM )- SO2306-0010-CAI SU,5200103500000000,Bản in 888 ORANGE-40KG,CM2,10000,1,CM2,10000,,,6/9/2023
EP2306-0026,6/7/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC INTREFLOUR (KHẮC NGHỊCH 5MM )- SO2306-0010-CAI SU,5200105460000000,IFV-SAFOCO MÌ SỢI 25KG,CM2,10000,1,CM2,10000,,,6/9/2023
EP2306-0030,6/7/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC KCP - KHỔ 51CM (KHẮC THUẬN 4MM )- SO2305-0029,5200105620000000,KCP ĐƯỜNG TINH LUYỆN (CAM),CM2,10000,1,CM2,10000,,,6/10/2023
EP2306-0030,6/7/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC KCP - KHỔ 51CM (KHẮC THUẬN 4MM )- SO2305-0029,5200105650000000,KCP đường kính trắng đặc biệt,CM2,10000,1,CM2,10000,,,6/10/2023
EP2306-0026,6/7/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC INTREFLOUR (KHẮC NGHỊCH 5MM )- SO2306-0010-CAI SU,5200107220000000,WHITE TIGER,CM2,10000,1,CM2,10000,,,6/9/2023
EP2306-0026,6/7/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC INTREFLOUR (KHẮC NGHỊCH 5MM )- SO2306-0010-CAI SU,5200108310000000,Bản in Bột mì VIVI Green,CM2,10000,1,CM2,10000,,,6/9/2023
EP2306-0028,6/7/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG DONGWON-INTER-UNIPACK-PRETASI,MDM-DMC,Dung môi Chỉnh,KG,25,1,KG,25,,,6/10/2023
EP2306-0028,6/7/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG DONGWON-INTER-UNIPACK-PRETASI,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,25,1,KG,25,,,6/10/2023
EP2306-0028,6/7/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG DONGWON-INTER-UNIPACK-PRETASI,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,1,KG,1020,,,6/10/2023
EP2306-0028,6/7/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG DONGWON-INTER-UNIPACK-PRETASI,MDM-FL10,Đỏ Cam 10 FL,KG,25,1,KG,25,,,6/10/2023
EP2306-0028,6/7/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG DONGWON-INTER-UNIPACK-PRETASI,MDM-FL92,Đen 92 FL,KG,25,1,KG,25,,,6/10/2023
EP2306-0028,6/7/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG DONGWON-INTER-UNIPACK-PRETASI,MDM-FLDO192,Đỏ 192C FL,KG,75,1,KG,75,,,6/10/2023
EP2306-0028,6/7/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG DONGWON-INTER-UNIPACK-PRETASI,MDM-FLH570,Hồng 570 FL,KG,25,1,KG,25,,,6/10/2023
EP2306-0028,6/7/2023,Nguyễn Văn Long,Theo bộ phận,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG DONGWON-INTER-UNIPACK-PRETASI,MDM-FLNHUVANG,Nhũ Vàng FL,KG,15,1,KG,15,,,6/10/2023
EP2306-0024,6/7/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2305-0047 - Sanmiguel,5200100120000000,"[SMY] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 123cm (+1), độ bền nén: >=270kgF/100mm.",ONG,80,4.305,KG,344.4,SO2305-0047,,6/9/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,0905300490000000,Dao rọc giấy (loại lớn),BO,5,1,BO,5,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,5300100310000000,BB Double,CAI,80,1,CAI,80,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,5300100360000000,Bút lông dầu đỏ,CAY,40,1,CAY,40,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,5300100460000000,Giấy A472,Gram,30,1,Gram,30,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,5300100580000000,Kim Bấm 10,HOP,20,1,HOP,20,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,5300100590000000,Lưỡi Dao Lớn,HOP,40,1,HOP,40,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,5300100610000000,Phấn màu không bụi 100 viên,CAI,4,1,CAI,4,,Hộp,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,53-5300100370000000,Bút lông dầu xanh,CAY,50,1,CAY,50,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,VPP004,Decal Oji,XAP,10,1,XAP,10,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,VPP-010000005000000,Bút lông dầu đen,CAI,10,1,CAI,10,,,6/12/2023
EP2306-0029,6/7/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2305-0018 - SO2305-0019 đặt tỉ lệ 2/3,5200100073000000,"Ống giấy mới, phi trong 76.5mm, dày 15mm, dài 195cm (-0/+1), độ bền nén: >=270kgF/100mm.",ONG,10,1,ONG,10,SO2305-0018 - SO2305-0019 đặt tỉ lệ 2/3,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,5300100420000000,Dao Rọc Giấy Nhỏ,Cái,5,1,Cái,5,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,5300100490000000,Giấy A4 Màu Vàng 70,Gram,4,1,GRAM,4,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,5300100500000000,Giấy A4 Màu xanh 70,Gram,4,1,GRAM,4,,,6/12/2023
EP2306-0023,6/7/2023,Trần Thị Phượng,Theo bộ phận,MUA VPP SỬ DỤNG CHO CÁC PHÒNG BAN,5300100910000000,Bìa Kiếng A4,Cái,1,1,Cái,1,,Xấp,6/12/2023
EP2306-0029,6/7/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2305-0018 - SO2305-0019 đặt tỉ lệ 2/3,5200100074000000,"Ống giấy mới, phi trong 76.5mm, dày 15mm, dài 181cm (-0/+1), độ bền nén: >=270kgF/100mm.",ONG,25,1,ONG,25,SO2305-0018 - SO2305-0019 đặt tỉ lệ 2/3,,6/12/2023
EP2306-0029,6/7/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2305-0018 - SO2305-0019 đặt tỉ lệ 2/3,5200100075000000,"Ống giấy mới, phi trong 76.5mm, dày 15mm, dài 188cm (-0/+1), độ bền nén: >=270kgF/100mm",ONG,50,1,ONG,50,SO2305-0018 - SO2305-0019 đặt tỉ lệ 2/3,,6/12/2023
EP2306-0031,6/8/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0010
SO2304-0005
SO2305-0027",HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KG,25,1,KG,25,SO2303-0010,,6/12/2023
EP2306-0031,6/8/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0010
SO2304-0005
SO2305-0027",HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KG,150,1,KG,150,SO2304-0005,,6/12/2023
EP2306-0031,6/8/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2303-0010
SO2304-0005
SO2305-0027",HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KG,25,1,KG,25,SO2305-0027,,6/12/2023
EP2306-0034,6/9/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC PRESTASI (KHẮC NGHỊCH 5MM )- SO2306-0003,5200105170000000,Green horse UB,CM2,10000,1,CM2,10000,,,6/12/2023
EP2306-0035,6/9/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC KCP (KHẮC NGHỊCH 5MM )- SO2306-0001,5200105630000000,KCP ĐƯỜNGTINH LUYỆN CAO CẤP (XANH DƯƠNG),CM2,10000,1,CM2,10000,,,6/12/2023
EP2306-0034,6/9/2023,Nguyễn Văn Long,Theo bộ phận,KHẮC PRESTASI (KHẮC NGHỊCH 5MM )- SO2306-0003,5200108710000000,NESTLE KITKAT,CM2,10000,1,CM2,10000,,,6/12/2023
