Nhân viên,Kho nhận,PO,Số YCMH,Ngày yêu cầu,Thời hạn,Mặt hàng,Tên hàng,Đvt (1),Đvt (2),Yêu cầu 1,Yêu cầu 2,Duyệt mua 1,Duyệt mua 2,Đặt mua 1,Đặt mua 2,Yêu cầu nhập kho 1,Yêu cầu nhập kho 2,Nhập kho 1,Nhập kho 2,Còn thiếu 1,Còn thiếu 2,Mục đích sử dụng,Ghi chú
Châu Hùng Long,KVT001,,PI23/08-001,8/23/2023,8/24/2023,0090610200000000,Trục nối vòng bi mắt trâu ren ngoài M8.  - SA8T/K,CAI,CAI,1,1,1,1,0,0,0,0,0,0,1,1,,
Hoàng Văn Khiêm ,KVT,PO06/23-008,PR23/06-003,6/2/2023,6/5/2023,5200103180000000,Dongwon 7-B,CM2,CM2,10000,10000,0,0,10000,10000,3974,3974,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO06/23-008,PR23/06-003,6/2/2023,6/5/2023,5200104840000000,bản in EXTRA FINA,CM2,CM2,10000,10000,0,0,10000,10000,4830,4830,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO06/23-008,PR23/06-003,6/2/2023,6/5/2023,5200104890000000,Flor,CM2,CM2,10000,10000,0,0,10000,10000,2418,2418,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO06/23-008,PR23/06-003,6/2/2023,6/5/2023,52001051010000000,HARINA PANIFICATION DEL VALLE,CM2,CM2,10000,10000,0,0,10000,10000,4521,4521,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO06/23-009,PR23/06-004,6/2/2023,6/6/2023,0902205190000000,Đèn diệt côn trùng công nghiệp DAISINH DS-D202,CAI,CAI,4,4,0,0,4,4,4,4,0,0,4,4,,
Hoàng Văn Khiêm ,KVP001,PO06/23-009,PR23/06-005,6/2/2023,6/4/2023,5300101670000000,Nước suối aquafina 500ml,CHAI,CHAI,600,600,0,0,600,600,600,600,0,0,600,600,,
Hoàng Văn Khiêm ,,PO06/23-009,PR23/06-006,6/5/2023,6/10/2023,0916100070000000,Nước sơn vàng vẽ layout,Hộp,Hộp,2,2,0,0,2,2,2,2,0,0,2,2,,
Hoàng Văn Khiêm ,,PO06/23-009,PR23/06-006,6/5/2023,6/10/2023,0902202760000000,Rulô lăn sơn 10cm,Cây,Cây,3,3,0,0,3,3,3,3,0,0,3,3,,
Hoàng Văn Khiêm ,KVT001,PO06/23-008,PR23/06-007,6/5/2023,6/10/2023,5300101790000000,LOGO TRIBAT SÀI GÒN XANH,CM2,CM2,10000,10000,0,0,10000,10000,3974,3974,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO06/23-008,PR23/06-007,6/5/2023,6/10/2023,5200103830000000,BAJA PADI III,CM2,CM2,10000,10000,0,0,10000,10000,6203.5,6203.5,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO06/23-015,PR23/06-007,6/5/2023,6/10/2023,5200108838000000,LOGO PADI III-HARVEST,CM2,CM2,10000,10000,0,0,10000,10000,2898,2898,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0902208800000000,Dây điện tiếp địa sọc vàng 1x6mm2,M,M,400,400,0,0,400,400,400,400,0,0,400,400,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0906600530000000,Máng điện 200x100x1.8 + nắp,M,M,30,30,0,0,30,30,30,30,0,0,30,30,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0906600570000000,Co xuống 200x100x1.8 + nắp,CAI,CAI,4,4,0,0,4,4,4,4,0,0,4,4,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0906600550000000,Máng điện 100x50x1.8 + nắp,M,M,30,30,0,0,30,30,30,30,0,0,30,30,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0906600560000000,Co xuống 100x50x1.8 + nắp,CAI,CAI,6,6,0,0,6,6,6,6,0,0,6,6,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0902204330000000,Dây điện tiếp địa sọc vàng 1C X 8MM2,M,M,400,400,0,0,400,400,400,400,0,0,400,400,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0906600580000000,Dây điện tròn mềm  2x1.0mm- VVcm - Lion,M,M,600,600,0,0,600,600,600,600,0,0,600,600,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0906600590000000,Dây điện Lion CVV 4x38mm,M,M,130,130,0,0,130,130,130,130,0,0,130,130,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0902206170000000,MÁNG ĐÈN LET 1.2m - DUHAL,CAI,CAI,30,30,0,0,30,30,30,30,0,0,30,30,,
Hoàng Văn Khiêm ,KVT001,PO06/23-009,PR23/06-008,6/5/2023,6/10/2023,0906600600000000,Sắt hộp kẻm 40x80x1.8mm,CAY,M,30,30,0,0,30,30,30,30,0,0,30,30,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0906600610000000,Đầu cos Nichifu 38-8,CON,CON,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0906600640000000,Chụp mũ màu Nichifu - TIC22 ( đỏ-vàng-xanh-đen ),CAI,CAI,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,KVT001,PO06/23-010,PR23/06-008,6/5/2023,6/10/2023,0906600630000000,Ốc bắt máng cổ vuông M8x12,CON,CON,400,400,0,0,400,400,400,400,0,0,400,400,,
Hoàng Văn Khiêm ,,PO06/23-011,PR23/06-009,6/5/2023,6/12/2023,040010006000000,"Chỉ may cotton C9, màu trắng. [2400D, 9.0kgF, 16%]",KG,KG,650,650,0,0,650,650,650,650,0,0,650,650,,
Hoàng Văn Khiêm ,BANIN,PO06/23-021,PR23/06-010,6/5/2023,6/6/2023,5200104890000000,Flor,CM2,CM2,20000,20000,0,0,20000,20000,0,0,0,0,20000,20000,,
Hoàng Văn Khiêm ,NLP,PO06/23-022,PR23/06-011,6/5/2023,6/10/2023,5200100073000000,"Ống giấy mới, phi trong 76.5mm, dày 15mm, dài 195cm (-0/+1), độ bền nén: >=270kgF/100mm.",ONG,ONG,80,80,0,0,80,80,0,0,0,0,80,80,,
Hoàng Văn Khiêm ,KVT001,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,0900500170000000,BÁT ĐỠ KIM MÁY MAY 3W,CAI,CAI,5,5,0,0,5,5,5,5,0,0,5,5,,
Hoàng Văn Khiêm ,KVT001,PO06/23-023,PR23/06-012,6/5/2023,6/20/2023,0901100060000000,bạc đạn 2201,CAI,CAI,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,090570142000000,Phớt nhớt máy may D04003.,CAI,CAI,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,0926600030000000,CHÂN VỊT NHỰA MÁY MAY SUNTA (THEO MẪU),CAI,CAI,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,0902100260000000,DÂY CU ROA MÁY MAY 310H,Cái,Cái,5,5,0,0,5,5,5,5,0,0,5,5,,
Hoàng Văn Khiêm ,,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,0902100580000000,dây cu roa 360H,Sợi,Sợi,5,5,0,0,5,5,5,5,0,0,5,5,,
Hoàng Văn Khiêm ,,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,0906400010000000,ỐC CHỊU TAY ZÊN MÁY MAY 2W (MÃ SỐ 1/4S40010),Cái,Cái,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,0910600080000000,TAY ZÊN 032012,Cái,Cái,3,3,0,0,3,3,3,3,0,0,3,3,,
Hoàng Văn Khiêm ,,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,0911400010000000,TÁO KIM MÁY MAY 2w,Cái,Cái,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,5200110350000000,Quạt Nhớt 032041,Cái,Cái,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,0916600020000000,Mặt nguyệt máy may NEWLONG mã: 034192,CAI,CAI,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,0906400210000000,ỐC nắp máy may newlong 2w 7/32532007,CON,CON,20,20,0,0,20,20,20,20,0,0,20,20,,
Hoàng Văn Khiêm ,KVT001,PO06/23-024,PR23/06-012,6/5/2023,6/20/2023,0904800480000000,Cốt chính máy may newlong - 031025,CAI,CAI,3,3,0,0,3,3,3,3,0,0,3,3,,
Hoàng Văn Khiêm ,KVT001,PO06/23-023,PR23/06-013,6/5/2023,6/10/2023,0901100170000000,Bạc đạn SKF 6000-2Z/C3,CAI,CAI,80,80,0,0,80,80,80,80,0,0,80,80,,
Hoàng Văn Khiêm ,KVT001,PO06/23-023,PR23/06-013,6/5/2023,6/10/2023,0901100180000000,BẠC ĐẠN 6001,CAI,CAI,300,300,0,0,300,300,300,300,0,0,300,300,,
Hoàng Văn Khiêm ,KVT001,PO06/23-023,PR23/06-013,6/5/2023,6/10/2023,0901100350000000,BẠC ĐẠN 608,CAI,CAI,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0923700240000000,Bulong lục giác đầu dù M6x20,CON,CON,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0923700250000000,Bulong lục giác đầu tròn M6x25,CON,CON,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0923700260000000,Bulong lục giác đầu tròn M6x20,CON,CON,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0923700270000000,Tán đen M6,CON,CON,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0923700280000000,Bulong lục giác đầu tròn M8x10,CON,CON,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0923700290000000,Tán đen M8,CON,CON,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0923700300000000,Bulong lục giác đầu tròn phi 6x28 - ren M5x10 ( theo mẫu ),CON,CON,100,100,0,0,105,105,105,105,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0904800980000000,Cốt đầu dù trước CS ( theo mẫu ),CAI,CAI,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0904800990000000,Cốt bánh xe lưng thoi trước CS ( theo mẫu ),CAI,CAI,30,30,0,0,50,50,50,50,0,0,30,30,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0912800190000000,Bánh xe lưng thoi trước CS ( Theo mẫu),CAI,CAI,70,70,0,0,70,70,70,70,0,0,70,70,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0912800200000000,Bánh xe lưng thoi sau CS ( Theo mẫu),CAI,CAI,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0912800210000000,Bánh xe bộ đẩy CS,CAI,CAI,50,50,0,0,50,50,50,50,0,0,50,50,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0090610220000000,Đầu dù trước CS ( theo bản vẽ ),CAI,CAI,50,50,0,0,50,50,50,50,0,0,50,50,,
Hoàng Văn Khiêm ,KVT001,PO06/23-025,PR23/06-013,6/5/2023,6/10/2023,0090610230000000,Đầu dù sau CS ( theo bản vẽ ),CAI,CAI,50,50,0,0,50,50,50,50,0,0,50,50,,
Hoàng Văn Khiêm ,,PO06/23-020,PR23/06-014,6/6/2023,6/12/2023,0902203840000000,Card báo hết chỉ dọc AXL6 (warp sensor card)) mã: 11147250166,Cái,Cái,6,6,0,0,6,6,6,6,0,0,6,6,,
Hoàng Văn Khiêm ,,PO06/23-020,PR23/06-014,6/6/2023,6/12/2023,0905600190000000,"Sensor báo từ (Magnetic sensor, PNP, NO, M12) MB80-12GM50-E2 mã:14421011001",Cái,Cái,20,20,0,0,20,20,20,20,0,0,20,20,,
Hoàng Văn Khiêm ,KVT001,PO06/23-026,PR23/06-014,6/6/2023,6/12/2023,0906600650000000,"Biến dòng LMZJ1 - 0,5",CAI,CAI,15,15,0,0,15,15,15,15,0,0,15,15,,
Hoàng Văn Khiêm ,KVT001,PO06/23-026,PR23/06-014,6/6/2023,6/12/2023,0906600660000000,Đồng hồ BE-48 CT:30/5A,CAI,CAI,15,15,0,0,15,15,15,15,0,0,15,15,,
Hoàng Văn Khiêm ,KVT,PO06/23-021,PR23/06-015,6/6/2023,6/10/2023,5200104350000000,Cám mì Pollard,CM2,CM2,10000,10000,0,0,10000,10000,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,NLP,,PR23/06-016,6/7/2023,6/12/2023,5200100120000000,"[SMY] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 123cm (+1), độ bền nén: >=270kgF/100mm.",ONG,ONG,80,344.4,0,0,0,0,0,0,0,0,80,344.4,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,0905300490000000,Dao rọc giấy (loại lớn),BO,BO,5,5,0,0,5,5,5,5,0,0,5,5,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,5300100310000000,BB Double,CAI,CAI,80,80,0,0,80,80,80,80,0,0,80,80,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,5300100360000000,Bút lông dầu đỏ,CAY,CAY,40,40,0,0,40,40,40,40,0,0,40,40,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,5300100460000000,Giấy A472,Gram,Gram,30,30,0,0,30,30,30,30,0,0,30,30,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,5300100580000000,Kim Bấm 10,HOP,HOP,20,20,0,0,20,20,20,20,0,0,20,20,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,5300100590000000,Lưỡi Dao Lớn,HOP,HOP,40,40,0,0,40,40,40,40,0,0,40,40,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,5300100610000000,Phấn màu không bụi 100 viên,CAI,CAI,4,4,0,0,4,4,4,4,0,0,4,4,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,53-5300100370000000,Bút lông dầu xanh,CAY,CAY,50,50,0,0,50,50,50,50,0,0,50,50,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,VPP004,Decal Oji,XAP,XAP,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,VPP-010000005000000,Bút lông dầu đen,CAI,CAI,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,5300100420000000,Dao Rọc Giấy Nhỏ,Cái,Cái,5,5,0,0,5,5,5,5,0,0,5,5,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,5300100490000000,Giấy A4 Màu Vàng 70,GRAM,Gram,4,4,0,0,4,4,4,4,0,0,4,4,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,5300100500000000,Giấy A4 Màu xanh 70,GRAM,Gram,4,4,0,0,4,4,4,4,0,0,4,4,,
Hoàng Văn Khiêm ,,PO06/23-028,PR23/06-017,6/7/2023,6/10/2023,5300100910000000,Bìa Kiếng A4,Cái,Cái,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KHC001,PO06/23-029,PR23/06-018,6/7/2023,6/10/2023,0700100171000000,Nhớt castrol 20W50.,LIT,LIT,7,7,0,0,7,7,0,0,0,0,7,7,,
Hoàng Văn Khiêm ,KVT001,PO06/23-030,PR23/06-019,6/8/2023,6/11/2023,5200108860000000,TRIBAT 43 X 65 ( SAIGONXANH),CM2,CM2,10000,10000,0,0,10000,10000,10000,10000,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO06/23-030,PR23/06-019,6/8/2023,6/11/2023,5200108870000000,TRIBAT 50X85 (SAIGONXANH),CM2,CM2,10000,10000,0,0,10000,10000,6600,6600,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO06/23-030,PR23/06-019,6/8/2023,6/11/2023,5200103500000000,Bản in 888 ORANGE-40KG,CM2,CM2,10000,10000,0,0,10000,10000,3162,3162,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,PO06/23-030,PR23/06-019,6/8/2023,6/11/2023,5200105460000000,IFV-SAFOCO MÌ SỢI 25KG,CM2,CM2,10000,10000,0,0,10000,10000,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,PO06/23-030,PR23/06-019,6/8/2023,6/11/2023,5200107220000000,WHITE TIGER,CM2,CM2,10000,10000,0,0,10000,10000,5478,5478,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO06/23-030,PR23/06-019,6/8/2023,6/11/2023,5200108310000000,Bản in Bột mì VIVI Green,CM2,CM2,10000,10000,0,0,10000,10000,6261.5,6261.5,0,0,10000,10000,,
Hoàng Văn Khiêm ,MUC,PO06/23-031,PR23/06-020,6/8/2023,6/12/2023,MDM-DMC,Dung môi Chỉnh,KG,KG,25,25,0,0,25,25,25,25,0,0,25,25,,
Hoàng Văn Khiêm ,MUC,PO06/23-031,PR23/06-020,6/8/2023,6/12/2023,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,KG,25,25,0,0,25,25,24,24,0,0,25,25,,
Hoàng Văn Khiêm ,MUC,PO06/23-031,PR23/06-020,6/8/2023,6/12/2023,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,KG,1020,1020,0,0,1020,1020,1020,1020,0,0,1020,1020,,
Hoàng Văn Khiêm ,MUC,PO06/23-031,PR23/06-020,6/8/2023,6/12/2023,MDM-FL10,Đỏ Cam 10 FL,KG,KG,25,25,0,0,25,25,25,25,0,0,25,25,,
Hoàng Văn Khiêm ,MUC,PO06/23-031,PR23/06-020,6/8/2023,6/12/2023,MDM-FL92,Đen 92 FL,KG,KG,25,25,0,0,25,25,25,25,0,0,25,25,,
Hoàng Văn Khiêm ,MUC,PO06/23-031,PR23/06-020,6/8/2023,6/12/2023,MDM-FLDO192,Đỏ 192C FL,KG,KG,75,75,0,0,75,75,75,75,0,0,75,75,,
Hoàng Văn Khiêm ,MUC,PO06/23-031,PR23/06-020,6/8/2023,6/12/2023,MDM-FLH570,Hồng 570 FL,KG,KG,25,25,0,0,25,25,25,25,0,0,25,25,,
Hoàng Văn Khiêm ,MUC,PO06/23-031,PR23/06-020,6/8/2023,6/12/2023,MDM-FLNHUVANG,Nhũ Vàng FL,KG,KG,15,15,0,0,15,15,15,15,0,0,15,15,,
Hoàng Văn Khiêm ,BANIN,PO06/23-030,PR23/06-021,6/8/2023,6/10/2023,5200105620000000,KCP ĐƯỜNG TINH LUYỆN (CAM),CM2,CM2,10000,10000,0,0,10000,10000,6285,6285,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO06/23-030,PR23/06-021,6/8/2023,6/10/2023,5200105650000000,KCP đường kính trắng đặc biệt,CM2,CM2,10000,10000,0,0,10000,10000,6285,6285,0,0,10000,10000,,
Hoàng Văn Khiêm ,NLP,PO06/23-032,PR23/06-022,6/8/2023,6/10/2023,5200100073000000,"Ống giấy mới, phi trong 76.5mm, dày 15mm, dài 195cm (-0/+1), độ bền nén: >=270kgF/100mm.",ONG,ONG,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KNL002,PO06/23-032,PR23/06-022,6/8/2023,6/10/2023,5200100074000000,"Ống giấy mới, phi trong 76.5mm, dày 15mm, dài 181cm (-0/+1), độ bền nén: >=270kgF/100mm.",ONG,ONG,25,25,0,0,25,25,25,25,0,0,25,25,,
Hoàng Văn Khiêm ,KNL002,PO06/23-032,PR23/06-022,6/8/2023,6/10/2023,5200100075000000,"Ống giấy mới, phi trong 76.5mm, dày 15mm, dài 188cm (-0/+1), độ bền nén: >=270kgF/100mm",ONG,ONG,50,50,0,0,50,50,50,50,0,0,50,50,,
Hoàng Văn Khiêm ,KNL001,PO06/23-034,PR23/06-023,6/8/2023,6/12/2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KG,KG,200,200,0,0,200,200,180,180,0,0,200,200,,
Hoàng Văn Khiêm ,,PO06/23-040,PR23/06-024,6/9/2023,6/12/2023,VPP-010000001000000,Mỳ tôm hảo hảo,THUNG,THUNG,40,40,0,0,40,40,40,40,0,0,40,40,,
Hoàng Văn Khiêm ,BANIN,PO06/23-041,PR23/06-025,6/9/2023,6/12/2023,5200105170000000,Green horse UB,CM2,CM2,10000,10000,0,0,10000,10000,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO06/23-041,PR23/06-025,6/9/2023,6/12/2023,5200105630000000,KCP ĐƯỜNGTINH LUYỆN CAO CẤP (XANH DƯƠNG),CM2,CM2,10000,10000,0,0,10000,10000,4110,4110,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO06/23-041,PR23/06-025,6/9/2023,6/12/2023,5200108710000000,NESTLE KITKAT,CM2,CM2,10000,10000,0,0,10000,10000,6286,6286,0,0,10000,10000,,
Hoàng Văn Khiêm ,MUC,PO06/23-042,PR23/06-026,6/9/2023,6/12/2023,MDM-FL39GT,Xanh Dương 39 FL gián tiếp,KG,KG,17,17,0,0,17,17,17,17,0,0,17,17,,
Hoàng Văn Khiêm ,MUC,PO06/23-042,PR23/06-026,6/9/2023,6/12/2023,MDM-FL92GT,Đen 92 FL gián tiếp,KG,KG,32,32,0,0,34,34,34,34,0,0,32,32,,
Hoàng Văn Khiêm ,MUC,PO06/23-042,PR23/06-026,6/9/2023,6/12/2023,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,KG,51,51,0,0,51,51,51,51,0,0,51,51,,
Hoàng Văn Khiêm ,MUC,PO06/23-042,PR23/06-026,6/9/2023,6/12/2023,MDM-FLXL3415CGT,Xanh Lá 3415C FL gián tiếp,KG,KG,34,34,0,0,34,34,34,34,0,0,34,34,,
Hoàng Văn Khiêm ,,PO06/23-040,PR23/06-027,6/9/2023,6/12/2023,0908700080000000,bình oxy,Bình,Bình,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KHC001,,PR23/06-029,6/12/2023,6/15/2023,0700100030000000,nhớt 10,LIT,LIT,4000,4000,0,0,4000,4000,4000,4000,0,0,4000,4000,,
Hoàng Văn Khiêm ,,PO06/23-045,PR23/06-029,6/12/2023,6/15/2023,0700100090000000,dầu do,Lít,Lít,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KNL001,,PR23/06-031,6/12/2023,6/15/2023,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,729000,729000,0,0,729000,729000,729000,729000,0,0,729000,729000,,
Hoàng Văn Khiêm ,KNL001,,PR23/06-031,6/12/2023,6/15/2023,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,243000,243000,0,0,243000,243000,198000,198000,0,0,243000,243000,,
Hoàng Văn Khiêm ,NLP,PO06/23-049,PR23/06-032,6/12/2023,6/15/2023,5200100120000000,"[SMY] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 123cm (+1), độ bền nén: >=270kgF/100mm.",ONG,ONG,80,344.4,0,0,80,344.4,80,344.4,0,0,80,344.4,,
Hoàng Văn Khiêm ,KVT,PO06/23-060,PR23/06-033,6/14/2023,6/16/2023,5200101670000000,Dongwon 14-A,CM2,CM2,10000,10000,0,0,10000,10000,3114.83,3114.83,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,PO06/23-060,PR23/06-033,6/14/2023,6/16/2023,5200101680000000,Dongwon 15-A,CM2,CM2,10000,10000,0,0,10000,10000,3114.83,3114.83,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,PO06/23-060,PR23/06-033,6/14/2023,6/16/2023,5200101710000000,Dongwon 16-A,CM2,CM2,10000,10000,0,0,10000,10000,3114.83,3114.83,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,PO06/23-060,PR23/06-033,6/14/2023,6/16/2023,5200101730000000,Dongwon 17-A,CM2,CM2,10000,10000,0,0,10000,10000,1630.66,1630.66,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,PO06/23-060,PR23/06-033,6/14/2023,6/16/2023,5200101740000000,Dongwon 18-A,CM2,CM2,10000,10000,0,0,10000,10000,1630.66,1630.66,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,PO06/23-060,PR23/06-033,6/14/2023,6/16/2023,5200101770000000,Dongwon 19-A,CM2,CM2,10000,10000,0,0,10000,10000,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,PO06/23-060,PR23/06-033,6/14/2023,6/16/2023,5200101780000000,Dongwon 19-B,CM2,CM2,10000,10000,0,0,10000,10000,3114.83,3114.83,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,PO06/23-060,PR23/06-033,6/14/2023,6/16/2023,5200101820000000,Dongwon 20-A,CM2,CM2,10000,10000,0,0,10000,10000,3114.83,3114.83,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO06/23-060,PR23/06-033,6/14/2023,6/16/2023,5200104890000000,Flor,CM2,CM2,10000,10000,0,0,10000,10000,3114.83,3114.83,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,PO06/23-060,PR23/06-033,6/14/2023,6/16/2023,5200105560000000,INTER IFV LG,CM2,CM2,10000,10000,0,0,10000,10000,0,0,0,0,10000,10000,,
