Nhân viên,Kho nhận,PO,Số YCMH,Ngày yêu cầu,Thời hạn,Mặt hàng,Tên hàng,Đvt (1),Đvt (2),Yêu cầu 1,Yêu cầu 2,Duyệt mua 1,Duyệt mua 2,Đặt mua 1,Đặt mua 2,Yêu cầu nhập kho 1,Yêu cầu nhập kho 2,Nhập kho 1,Nhập kho 2,Còn thiếu 1,Còn thiếu 2,Mục đích sử dụng,Ghi chú
Hoàng Văn Khiêm ,KVT001,PO01/24-002,PR24/01-004,1/2/2024,12/30/2023,0904700430000000,T 3 đầu răng ngoài 21,CAI,CAI,5,5,0,0,5,5,0,0,0,0,5,5,,
Hoàng Văn Khiêm ,BANIN,,PR24/01-005,1/2/2024,12/29/2023,5200103600000000,9902C Lumut,CM2,CM2,10000,10000,0,0,0,0,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,,PR24/01-005,1/2/2024,12/29/2023,5200104350000000,Cám mì Pollard,CM2,CM2,10000,10000,0,0,0,0,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,,PR24/01-005,1/2/2024,12/29/2023,5200105120000000,Green Biccle,CM2,CM2,10000,10000,0,0,0,0,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT,,PR24/01-005,1/2/2024,12/29/2023,5200107210000000,White Globe,CM2,CM2,10000,10000,0,0,0,0,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,,PR24/01-005,1/2/2024,12/29/2023,52001051170000000,SUJPLAS,CM2,CM2,10000,10000,0,0,0,0,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,,PR24/01-005,1/2/2024,12/29/2023,52001051420000000,JP1-25kg,CM2,CM2,10000,10000,0,0,0,0,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO01/24-001,PR24/01-006,1/2/2024,1/15/2024,0917400051000000,Băng keo 3M dán nền màu vàng 50mm,CUON,CUON,10,10,0,0,10,10,10,10,10,10,0,0,,
Hoàng Văn Khiêm ,KVT001,PO01/24-001,PR24/01-006,1/2/2024,1/15/2024,0917400054000000,Băng keo 3M dán nền màu vàng đen 50mm,CUON,CUON,2,2,0,0,2,2,2,2,12,12,-10,-10,,
Hoàng Văn Khiêm ,KVT001,PO01/24-001,PR24/01-006,1/2/2024,1/15/2024,0917400055000000,Băng keo 3M dán nền màu đỏ vàng 100mm,CUON,CUON,2,2,0,0,2,2,2,2,2,2,0,0,,
Hoàng Văn Khiêm ,KVT001,PO01/24-003,PR24/01-007,1/2/2024,12/30/2023,0913900160000000,Phân NPK ( 17-12-7),BAO,BAO,2,2,0,0,2,2,2,2,0,0,2,2,,
Hoàng Văn Khiêm ,,PO01/24-003,PR24/01-007,1/2/2024,12/30/2023,0926400080000000,Bánh nhám xếp 100mm.,CAI,CAI,30,30,0,0,30,30,0,0,0,0,30,30,,
Hoàng Văn Khiêm ,,PO01/24-003,PR24/01-007,1/2/2024,12/30/2023,0902202760000000,Rulô lăn sơn 10cm,Cây,Cây,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,,PO01/24-003,PR24/01-007,1/2/2024,12/30/2023,0904700400000000,CO NHỰA PVC BM  phi 114x3mm,Cái,Cái,1,1,0,0,3,3,3,3,0,0,1,1,,
Hoàng Văn Khiêm ,KVT001,PO01/24-003,PR24/01-007,1/2/2024,12/30/2023,0909500100000000,Lưới sàng cát,Mét,Mét,2,2,0,0,2,2,2,2,0,0,2,2,,
Hoàng Văn Khiêm ,KVT001,PO01/24-003,PR24/01-007,1/2/2024,12/30/2023,0905501940000000,VÍT BẮN TÔN 50mm,KG,KG,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KVT001,PO01/24-003,PR24/01-007,1/2/2024,12/30/2023,0904700350000000,Co nhựa răng Trong 27,CAI,CAI,2,2,0,0,2,2,1,1,0,0,2,2,,
Hoàng Văn Khiêm ,KVT001,PO01/24-003,PR24/01-007,1/2/2024,12/30/2023,0904700370000000,Co nhựa răng Ngoài 27,CAI,CAI,2,2,0,0,4,4,0,0,0,0,2,2,,
Hoàng Văn Khiêm ,KVT001,PO01/24-003,PR24/01-007,1/2/2024,12/30/2023,0909500010000000,Lưới nhựa K.2m xanh,M,M,3,3,0,0,3,3,3,3,0,0,3,3,,
Hoàng Văn Khiêm ,KVT001,PO01/24-006,PR24/01-008,1/3/2024,1/5/2024,0904200070000000,Bộ trục làm máy sợi LH7+LH8 ( GC theo bản vẽ),Bộ,Bộ,2,2,0,0,2,2,2,2,2,2,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-007,PR24/01-009,1/3/2024,1/6/2024,MDM-DMC,Dung môi Chỉnh,KG,KG,50,50,0,0,50,50,50,50,50,50,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-007,PR24/01-009,1/3/2024,1/6/2024,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,KG,24,24,0,0,24,24,24,24,24,24,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-007,PR24/01-009,1/3/2024,1/6/2024,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,KG,1020,1020,0,0,1020,1020,1020,1020,1020,1020,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-007,PR24/01-009,1/3/2024,1/6/2024,MDM-FL348,Xanh lá 348C,KG,KG,170,170,0,0,170,170,170,170,175,175,-5,-5,,
Hoàng Văn Khiêm ,KHC001,PO01/24-007,PR24/01-009,1/3/2024,1/6/2024,MDM-FL39,Xanh Dương 39 FL,KG,KG,125,125,0,0,125,125,125,125,125,125,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-007,PR24/01-009,1/3/2024,1/6/2024,MDM-FL485,Đỏ 485C,KG,KG,40,40,0,0,40,40,40,40,40,40,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-007,PR24/01-009,1/3/2024,1/6/2024,MDM-FL79,Xanh Lá 79 FL,KG,KG,25,25,0,0,25,25,25,25,25,25,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-007,PR24/01-009,1/3/2024,1/6/2024,MDM-FL81,Tím 81 FL,KG,KG,25,25,0,0,25,25,25,25,25,25,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-007,PR24/01-009,1/3/2024,1/6/2024,MDM-RELEXBLUEC,RELEXBLUE C,KG,KG,105,105,0,0,105,105,105,105,100,100,5,5,,
Hoàng Văn Khiêm ,KXD001,,PR24/01-010,1/3/2024,12/31/2023,0908400040000000,Lam Nhựa 5 sóng,CAY,CAY,62,62,0,0,0,0,0,0,0,0,62,62,,
Hoàng Văn Khiêm ,KXD001,,PR24/01-010,1/3/2024,12/31/2023,0908800230000000,Keo dán  tấm nhựa,CHAI,CHAI,2,2,0,0,0,0,0,0,0,0,2,2,,
Hoàng Văn Khiêm ,KXD001,,PR24/01-010,1/3/2024,12/31/2023,0901000410000000,KẸP INOX,CAI,CAI,3000,3000,0,0,0,0,0,0,0,0,3000,3000,,
Hoàng Văn Khiêm ,KHC001,PO01/24-008,PR24/01-011,1/3/2024,1/10/2024,0700100030000000,nhớt 10,LIT,LIT,2000,2000,0,0,2000,2000,2000,2000,2000,2000,0,0,,
Hoàng Văn Khiêm ,KNL002,PO01/24-010,PR24/01-012,1/3/2024,1/9/2024,040010012000000,"Chỉ may PP 600D, màu trắng không tẩy. Cơ lý > or = 2.4Kgf. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm). Kháng UV 1-2%",KG,KG,500,500,0,0,500,500,500,500,517.2,517.2,-17.2,-17.2,,SO2401-0001 - China Plastic SO2401-0002 - China Plastic
Hoàng Văn Khiêm ,KNL002,PO01/24-010,PR24/01-012,1/3/2024,1/9/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KG,1700,1700,0,0,1700,1700,1691.3,1691.3,1691.3,1691.3,8.7,8.7,,SO2401-0001 - China Plastic SO2401-0002 - China Plastic SO2401-0007 - 66 Lumut SO2401-0008 - 66 Pasir SO2401-0009 - 48 Lumut SO2401-0010 - 48 Pasir SO2401-0005 - Mekong SO2401-0006 - Mekong
Hoàng Văn Khiêm ,KNL001,PO01/24-009,PR24/01-012,1/3/2024,1/12/2024,HAT-TAYOP10,Hạt tẩy trắng quang học OP10 (Đại Á),KG,KG,200,200,0,0,200,200,200,200,200,200,0,0,,SO2401-0005 - Mekong SO2401-0006 - Mekong
Hoàng Văn Khiêm ,KHC001,PO01/24-011,PR24/01-013,1/4/2024,1/5/2024,MDM-FLT60,Mực Trắng Trong 60,KG,KG,5,5,0,0,5,5,5,5,0,0,5,5,,
Hoàng Văn Khiêm ,KBT001,PO01/24-012,PR24/01-014,1/4/2024,1/11/2024,10TEM-TC004-01-0000,Tem bao jumbo peru 01JBO-TC004-01-0000,Cái,Cái,2550,2.55,0,0,2550,2.55,2550,2.55,2550,2.55,0,0,,SO2311-0028 - Peru (Jumbo)
Hoàng Văn Khiêm ,KNL001,,PR24/01-015,1/5/2024,1/6/2024,HAT-PPKC-GY130,Hạt nhựa PP kéo sợi - GY130,KG,KG,286000,286000,0,0,286000,286000,286000,286000,286000,286000,0,0,,04/01/24
Hoàng Văn Khiêm ,KVT001,PO01/24-014,PR24/01-016,1/5/2024,1/8/2024,0901100340000000,BẠC ĐẠN 607,CAI,CAI,20,20,0,0,20,20,20,20,20,20,0,0,,
Hoàng Văn Khiêm ,KVT001,PO01/24-014,PR24/01-016,1/5/2024,1/8/2024,0901100350000000,BẠC ĐẠN 608,CAI,CAI,10,10,0,0,10,10,10,10,10,10,0,0,,
Hoàng Văn Khiêm ,KVT001,PO01/24-014,PR24/01-016,1/5/2024,1/8/2024,0901100730000000,Bạc đạn SKF 609 2Z/C3,CAI,CAI,10,10,0,0,10,10,10,10,10,10,0,0,,
Hoàng Văn Khiêm ,KVT001,PO01/24-014,PR24/01-016,1/5/2024,1/8/2024,0927600090000000,Bạc đạn SKF 624.,CAI,CAI,10,10,0,0,10,10,0,0,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO01/24-014,PR24/01-016,1/5/2024,1/8/2024,0927600091000000,Bạc đạn SKF 634.,CAI,CAI,10,10,0,0,10,10,0,0,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-017,1/5/2024,1/15/2024,0923700180000000,Keo dán ống 0.5kg,HOP,HOP,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-017,1/5/2024,1/15/2024,0904300240000000,T nhựa PVC-BM phi 75x2.2mm,CAI,CAI,2,2,0,0,2,2,2,2,0,0,2,2,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-017,1/5/2024,1/15/2024,0916600700000000,Đầu bít ống nhựa PVC BM phi 75.,CAI,CAI,4,4,0,0,4,4,4,4,0,0,4,4,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-017,1/5/2024,1/15/2024,0906102031000000,Nối nhựa PVC BM phi 75.,CAI,CAI,4,4,0,0,4,4,4,4,0,0,4,4,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-018,1/5/2024,1/10/2024,0903901210000000,Van điện từ  solenoid  31A1FV15 -Z.,CAI,CAI,1,1,0,0,1,1,1,1,1,1,0,0,,
Hoàng Văn Khiêm ,KVT001,PO01/24-016,PR24/01-018,1/5/2024,1/10/2024,0901200910000000,Long đền lam máy kéo sợi LOHIA dày 7.75mm ( gia công theo bản vẽ),CAI,CAI,194,194,0,0,194,194,194,194,0,0,194,194,,
Hoàng Văn Khiêm ,,PO01/24-015,PR24/01-019,1/5/2024,1/7/2024,0902201020000000,RƠ LAY IDEC 8 chân dẹt nhỏ 24VDC-5A,Cái,Cái,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-019,1/5/2024,1/7/2024,0902201160000000,Relay  IDEC - RY4S trung gian 8 chân lớn - 24 VDC - 10A + đế.,Cái,Cái,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-019,1/5/2024,1/7/2024,5200110210000000,QUẠT VUÔNG GH12038HSL.,CAI,CAI,20,20,0,0,20,20,20,20,0,0,20,20,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-019,1/5/2024,1/7/2024,0902210070000000,Tụ điện 35VDC - 470uf,CAI,CAI,20,20,0,0,20,20,20,20,0,0,20,20,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-019,1/5/2024,1/7/2024,0902210080000000,Tụ điện 25VDC - 100uf,CAI,CAI,20,20,0,0,20,20,20,20,0,0,20,20,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-019,1/5/2024,1/7/2024,0902210090000000,Tụ điện 10VDC - 1000uf,CAI,CAI,20,20,0,0,20,20,20,20,0,0,20,20,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-019,1/5/2024,1/7/2024,0916100020000000,Chai Xịt 500ml SELSIL CIRCUIT Vệ Sinh Bo Mạch Điện Tử,CHAI,CHAI,2,2,0,0,2,2,2,2,0,0,2,2,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-019,1/5/2024,1/7/2024,0902201780000000,RƠ LAY 14 chân dẹt lớn 10A - 24 VDC. - IDEC.,CAI,CAI,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-019,1/5/2024,1/7/2024,0920600300000000,Dây rút 3x200mm,BICH,BICH,20,20,0,0,20,20,20,20,0,0,20,20,,
Hoàng Văn Khiêm ,KVT001,PO01/24-014,PR24/01-020,1/5/2024,1/8/2024,0901100370000000,BẠC ĐẠN SKF 6201-2Z/C3,CAI,CAI,50,50,0,0,50,50,50,50,0,0,50,50,,
Hoàng Văn Khiêm ,KVT001,PO01/24-014,PR24/01-020,1/5/2024,1/8/2024,0901101230000000,BẠC ĐẠN HK 0509,CAI,CAI,50,50,0,0,50,50,50,50,0,0,50,50,,
Hoàng Văn Khiêm ,KVT001,PO01/24-014,PR24/01-020,1/5/2024,1/8/2024,0901101270000000,Bạc đạn UCFL209,CAI,CAI,2,2,0,0,2,2,2,2,0,0,2,2,,
Hoàng Văn Khiêm ,KVT001,PO01/24-015,PR24/01-020,1/5/2024,1/8/2024,0906201890000000,Ống hơi phi 8 x lỗ 5mm . Ống màu trắng trong.,M,M,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,KVT001,,PR24/01-020,1/5/2024,1/8/2024,0927600075000000,Hóa chất ND-SM10 (25kg/ thùng),THUNG,THUNG,1,1,0,0,0,0,0,0,0,0,1,1,,
Hoàng Văn Khiêm ,,PO01/24-015,PR24/01-021,1/8/2024,1/10/2024,0909400030000000,BAO TAY LEN ,Đôi,Đôi,1000,1000,0,0,1000,1000,1000,1000,1000,1000,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-017,PR24/01-022,1/8/2024,1/8/2024,MDM-FLREFBLUEGT,Xanh Dương Reflex Blue C gián tiếp,KG,KG,230,230,0,0,230,230,230,230,240,240,-10,-10,,
Hoàng Văn Khiêm ,KHC001,PO01/24-018,PR24/01-023,1/8/2024,1/10/2024,MDM-FL10,Đỏ Cam 10 FL,KG,KG,25,25,0,0,25,25,25,25,25,25,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-018,PR24/01-023,1/8/2024,1/10/2024,MDM-FL16,Đỏ Sen 16 FL,KG,KG,25,25,0,0,25,25,25,25,25,25,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-018,PR24/01-023,1/8/2024,1/10/2024,MDM-FL39,Xanh Dương 39 FL,KG,KG,100,100,0,0,100,100,100,100,100,100,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-018,PR24/01-023,1/8/2024,1/10/2024,MDM-FL61,Trắng Đục 61 FL,KG,KG,25,25,0,0,25,25,25,25,25,25,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-018,PR24/01-023,1/8/2024,1/10/2024,MDM-FL92,Đen 92 FL,KG,KG,75,75,0,0,75,75,75,75,75,75,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-018,PR24/01-023,1/8/2024,1/10/2024,MDM-FLDO192,Đỏ 192C FL,KG,KG,75,75,0,0,75,75,75,75,75,75,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-018,PR24/01-023,1/8/2024,1/10/2024,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,KG,50,50,0,0,50,50,50,50,50,50,0,0,,
Hoàng Văn Khiêm ,KNL001,PO01/24-019,PR24/01-024,1/8/2024,1/10/2024,HAT-UVMU001D,Hạt UVMU001D (Colorful VN),KG,KG,300,300,0,0,300,300,300,300,300,300,0,0,,UV THỬ MẪU LOTTE + TỒN KHO
Hoàng Văn Khiêm ,KVT001,PO01/24-020,PR24/01-025,1/8/2024,1/14/2024,0901900500000000,bánh xe nâng 18x7-8/ 4.254.33 - RY 45F ( Masai),CAI,CAI,2,2,0,0,2,2,2,2,2,2,0,0,,
Hoàng Văn Khiêm ,,PO01/24-021,PR24/01-025,1/8/2024,1/12/2024,0908700090000000,bình Agr hàn tig,Bình,Bình,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KVT001,PO01/24-020,PR24/01-025,1/8/2024,1/14/2024,0902210100000000,Biến thế sạc bình ắc quy xe nâng. Model: LF-3 48/100-0. Input : 3x400V- output : 48/100A. Đầu sạc SR350A/ Germany.,CAI,CAI,1,1,0,0,1,1,0,0,0,0,1,1,,
Hoàng Văn Khiêm ,KVT001,PO01/24-025,PR24/01-026,1/9/2024,12/30/2023,0911200232000000,"Bảng mica: "" Giữa vệ sinh buồng tolet"" (kích thước 20cm x 15cm)",CAI,CAI,10,10,0,0,16,16,16,16,16,16,-6,-6,,
Hoàng Văn Khiêm ,KHC001,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0700100070000000,XĂNG A92,LIT,LIT,10,10,0,0,10,10,10,10,10,10,0,0,,
Hoàng Văn Khiêm ,KVT001,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0900600020000000,Bản lề cửa nhôm 15,CAI,CAI,16,16,0,0,16,16,16,16,0,0,16,16,,
Hoàng Văn Khiêm ,KVT001,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0908100012000000,Xi măng thăng long,BAO,BAO,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0920600350000000,dây cấp nước bồn cầu,DAY,DAY,4,4,0,0,4,4,4,4,0,0,4,4,,Loại 5 tấc
Hoàng Văn Khiêm ,,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0903400020000000,TẮC KÊ NHỰA 6mm Xanh,Bịch,Bịch,5,5,0,0,5,5,5,5,5,5,0,0,,
Hoàng Văn Khiêm ,,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0908900010000000,vòi rửa labo,Cái,Cái,5,5,0,0,5,5,4,4,4,4,1,1,,
Hoàng Văn Khiêm ,,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0908900030000000,vòi rửa vệ sinh,Cái,Cái,4,4,0,0,4,4,4,4,4,4,0,0,,
Hoàng Văn Khiêm ,KXD001,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0909000030000000,cát xây dựng,M3,M3,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KVT001,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0911500030000000CON004,CON CÓC CẦU,Cái,Cái,4,4,0,0,4,4,4,4,4,4,0,0,,
Hoàng Văn Khiêm ,KVT001,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0903000230000000,Vít INOX3mmx5cm,KG,KG,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,,
Hoàng Văn Khiêm ,KVT001,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0903400190000000,Tắc kê Nhựa 14mm,BICH,BICH,5,5,0,0,5,5,5,5,0,0,5,5,,
Hoàng Văn Khiêm ,KVT001,PO01/24-025,PR24/01-027,1/9/2024,1/10/2024,0905502090000000,V nhôm 3cm,CAY,CAY,1,1,0,0,1,1,1,1,1,1,0,0,,
Hoàng Văn Khiêm ,KHC001,PO01/24-026,PR24/01-028,1/9/2024,1/10/2024,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,KG,170,170,0,0,170,170,170,170,170,170,0,0,,
Hoàng Văn Khiêm ,KVT001,PO01/24-027,PR24/01-029,1/10/2024,1/6/2024,5200108741000000,HAY KINGDOM ( UNIPACK),CM2,CM2,10000,10000,0,0,10000,10000,4814,4814,4814,4814,5186,5186,,
Hoàng Văn Khiêm ,BANIN,PO01/24-027,PR24/01-029,1/10/2024,1/6/2024,5200105630000000,KCP ĐƯỜNGTINH LUYỆN CAO CẤP (XANH DƯƠNG),CM2,CM2,10000,10000,0,0,10000,10000,4845,4845,4845,4845,5155,5155,,
Hoàng Văn Khiêm ,KVT,PO01/24-027,PR24/01-029,1/10/2024,1/6/2024,5200105810000000,love Birds,CM2,CM2,10000,10000,0,0,10000,10000,3150,3150,3150,3150,6850,6850,,
Hoàng Văn Khiêm ,KVT,PO01/24-027,PR24/01-029,1/10/2024,1/6/2024,5200106280000000,PEACHES,CM2,CM2,10000,10000,0,0,10000,10000,2025,2025,2025,2025,7975,7975,,
Hoàng Văn Khiêm ,KVT001,PO01/24-028,PR24/01-030,1/10/2024,1/6/2024,0908100011000000,xi măng sao mai,BAO,BAO,21,21,0,0,21,21,10,10,0,0,21,21,,
Hoàng Văn Khiêm ,KXD001,PO01/24-028,PR24/01-030,1/10/2024,1/6/2024,0909000030000000,cát xây dựng,M3,M3,3,3,0,0,3,3,3,3,0,0,3,3,,
Hoàng Văn Khiêm ,KXD001,PO01/24-028,PR24/01-030,1/10/2024,1/6/2024,091820006000000,Gạch lát nền 40x40,THUNG,THUNG,130,130,0,0,130,130,130,130,130,130,0,0,,
Hoàng Văn Khiêm ,KNL001,,PR24/01-031,1/11/2024,1/22/2024,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,KG,13000,13000,0,0,26500,26500,26500,26500,26500,26500,-13500,-13500,,SO2401-0004 - HALSTON SO2401-0011 - SANPOLY SO2401-0012 - SANPOLY SO2401-0024 - HALSTON
