Số chứng từ,Ngày tạo,Người tạo,Loại kế hoạch,Ghi chú 1,Vật tư,Column7,Đvt 1,Số lượng 1,HSQĐ,Đvt 2,Số lượng 2,Ghi chú 2,Mục đích sử dụng,Ngày sử dụng
EP2401-0004,1/3/2024,Đặng Thị Mỹ Hạnh,Theo bộ phận,Đề xuất mua : 4 bình xà phòng rửa tay+10 găng tay cao su,0909400020000000,BAO TAY CAO SU ,DOI,10,1,DOI,10,,,1/6/2024
EP2401-0105,1/26/2024,Đặng Thị Mỹ Hạnh,Theo bộ phận,"Đề xuất mua giấy vệ sinh, chổi cỏ, nước lau nhà,Vim,Nước lau kính, bao tay cao su",0909400020000000,BAO TAY CAO SU ,DOI,10,1,DOI,10,,Dùng cho nhà vệ sinh,1/30/2024
EP2401-0106,1/26/2024,Vũ Đức Hoàng,Theo bộ phận,"Vật tư phục vụ In, thổi - tráng",0909400020000000,BAO TAY CAO SU ,DOI,100,1,DOI,100,,Giảm tiếp xuc trực tiếp dung môi,1/30/2024
EP2401-0103,1/26/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua vải lau phục vụ sản xuất+ dọn dẹp cuối năm,0909700010000000,Vải lau,Kg,1000,1,Kg,1000,,,1/31/2024
EP2401-0087,1/23/2024,Lê Trần Đăng Khoa,Theo bộ phận,ĐỀ XUẤT MUA VẬT TƯ VỆ SINH CUỐI NĂM 2023 PX SỢI -DỆT,0909700010000000,Vải lau,Kg,200,1,Kg,200,,,2/2/2024
EP2403-0013,3/4/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì thay thế cho máy nén khí SA37A.,0912600010000000,Tách Dầu SA37A FUSHENG,CAI,1,1,CAI,1,,Bảo trì thay thế,3/6/2024
EP2403-0085,3/25/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì thay thế cho máy nén khí SA37A và máy nén khí Kingpower.,0912600010000000,Tách Dầu SA37A FUSHENG,CAI,1,1,CAI,1,,Bảo trì thay thế định kỳ.,3/29/2024
EP2403-0043,3/14/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật tư Đống pallets gỗ,0913900070000000,Đinh 5 phân,Kg,40,1,Kg,40,,,3/20/2024
EP2403-0087,3/25/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư dự phòng sửa chữa máy móc thiết bị.,0914700030000000,PIN -  CR2032,CAI,12,1,CAI,12,,Thay cho màn hình máy dệt CS.,3/29/2024
EP2403-0052,3/18/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị của phòng kỹ thuật.,0916900040000000,MỠ BÒ SKF LGMT 3/5,Kg,10,1,Kg,10,,Bảo trì sửa chữa hộp số,3/22/2024
EP2402-0039,2/26/2024,Vũ Đức Hoàng,Theo tháng,Băng keo phục vụ sản xuất PX BTP T2/2024,0917400040000000,BĂNG KEO 2 MẶT (QUAN HAO-DÙNG CHO KHÂU IN),CUON,100,1,CUON,100,,Dán bản in,3/1/2024
EP2403-0071,3/21/2024,Vũ Đức Hoàng,Theo tháng,PX BTP: băng keo phục vụ sản xuất T3/2024,0917400040000000,BĂNG KEO 2 MẶT (QUAN HAO-DÙNG CHO KHÂU IN),CUON,100,1,CUON,100,,,3/23/2024
EP2401-0054,1/16/2024,Vũ Đức Hoàng,Theo tháng,Bang keo phục vụ sản xuất PX BTP T1/2024,0917400040000000,BĂNG KEO 2 MẶT (QUAN HAO-DÙNG CHO KHÂU IN),CUON,300,1,CUON,300,Thường 1 lần mua 300 cuộn,Lên bản in,1/16/2001
EP2401-0054,1/16/2024,Vũ Đức Hoàng,Theo tháng,Bang keo phục vụ sản xuất PX BTP T1/2024,0917400130000000,Băng keo trong 5cm,CUON,200,1,CUON,200,Mua 200 cuộn,"Dùng thử mẫu in, dán bọc bao, dán vải bọc...BTP",1/16/2001
EP2403-0071,3/21/2024,Vũ Đức Hoàng,Theo tháng,PX BTP: băng keo phục vụ sản xuất T3/2024,0917400130000000,Băng keo trong 5cm,CUON,100,1,CUON,100,,,3/23/2024
EP2402-0039,2/26/2024,Vũ Đức Hoàng,Theo tháng,Băng keo phục vụ sản xuất PX BTP T2/2024,0917400130000000,Băng keo trong 5cm,CUON,100,1,CUON,100,,Đóng gói và làm tem,3/1/2024
EP2403-0013,3/4/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì thay thế cho máy nén khí SA37A.,0922900060000000,lọc dầu SA37A FUSHENG,CAI,1,1,CAI,1,,Bảo trì thay thế,3/6/2024
EP2403-0085,3/25/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì thay thế cho máy nén khí SA37A và máy nén khí Kingpower.,0922900060000000,lọc dầu SA37A FUSHENG,CAI,1,1,CAI,1,,Bảo trì thay thế định kỳ.,3/29/2024
EP2403-0102,3/30/2024,Lê Trần Đăng Khoa,Theo bộ phận,DỀ XUẤT MUA VẬT TƯ PHÂN XƯỞNG DỆT 30/3/2024,0923700030000000,Keo con chó Dog X66- 3kg,HOP,3,1,HOP,3,,,4/5/2024
EP2401-0126,1/31/2024,Lê Trần Đăng Khoa,Theo bộ phận,KẾ HOẠCH SỬ DỤNG VẬT TƯ PX DỆT 31/1/2024,0923700030000000,Keo con chó Dog X66- 3kg,HOP,5,1,HOP,5,,,2/4/2024
EP2403-0052,3/18/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị của phòng kỹ thuật.,0923700070000000,KEO DÁN ROĂNG,Lọ,3,1,Lọ,3,,Thay thế cho máy in cuộn.,3/22/2024
EP2403-0043,3/14/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật tư Đống pallets gỗ,0926400080000000,Bánh nhám xếp 100mm.,CAI,30,1,CAI,30,,,3/20/2024
EP2403-0043,3/14/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật tư Đống pallets gỗ,0926400090000000,ĐÁ MÀI NHÁM 125,CAI,30,1,CAI,30,,,3/20/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,5300100101000000,Bìa Trình Ký Nhựa,CAI,20,1,CAI,20,,,1/25/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,5300100310000000,BB Double,CAI,60,1,CAI,60,12 cây = 1 hộp,,1/25/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,5300100310000000,BB Double,CAI,60,1,CAI,60,,,3/11/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,5300100360000000,Bút lông dầu đỏ,CAY,20,1,CAY,20,,,3/11/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,5300100450000000,Ghim Giấy,HOP,10,1,HOP,10,,,3/11/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,5300100450000000,Ghim Giấy,HOP,2,1,HOP,2,(mua)1 hộp lớn = 10 hộp nhỏ,,1/25/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,5300100460000000,Giấy A472,Gram,60,1,Gram,60,,,1/25/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,5300100460000000,Giấy A472,Gram,10,1,Gram,10,,,3/11/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,5300100510000000,Giấy A5/70,Gram,10,1,Gram,10,,,3/11/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,5300100510000000,Giấy A5/70,Gram,10,1,Gram,10,,,1/25/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,5300100590000000,Lưỡi Dao Lớn,HOP,2,1,HOP,2,(mua)1 hộp lớn = 10 hộp hỏ,,1/25/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,5300100590000000,Lưỡi Dao Lớn,HOP,3,1,HOP,3,,,3/11/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,5300100610000000,Phấn màu không bụi 100 viên,CAI,12,1,CAI,12,,,3/11/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,5300100610000000,Phấn màu không bụi 100 viên,CAI,10,1,CAI,10,Mua 2 màu: vàng + hồng,,1/25/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,5300101250000000,Giấy in liên tục 3 liên ( chia đội),THUNG,1,1,THUNG,1,,,3/11/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,5300101280000000,Bấm Kim 10 Plus,CAI,20,1,CAI,20,20 cái = 1 hộp,,1/25/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,5300101620000000,Bút bi đỏ,CAY,12,1,CAY,12,12 cây = 1 hộp,,1/25/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,53-5300100370000000,Bút lông dầu xanh,CAY,40,1,CAY,40,10 cây = 1 hộp,,1/25/2024
EP2403-0102,3/30/2024,Lê Trần Đăng Khoa,Theo bộ phận,DỀ XUẤT MUA VẬT TƯ PHÂN XƯỞNG DỆT 30/3/2024,CHD011,CHỤP SUỐT RX6.1 Mã: VYC-01121B,CAI,1000,1,CAI,1000,MUA THEO MẪU (HENGLY),,4/5/2024
EP2401-0067,1/19/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư đi đường khi nén tân trêt xưởng 8.,VAN084,Van thau phi 27,CAI,15,1,CAI,15,,Lắp mới.,1/28/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,VPP003,Bìa Lổ Mỏng,XAP,5,1,XAP,5,,,3/11/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,VPP004,Decal Oji,XAP,25,1,XAP,25,,,3/11/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,VPP004,Decal Oji,XAP,10,1,XAP,10,,,1/25/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,VPP007,Mực lông dầu đỏ,HOP,6,1,HOP,6,,,1/25/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,VPP007,Mực lông dầu đỏ,HOP,10,1,HOP,10,,,3/11/2024
EP2401-0059,1/18/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP cho tháng 02.2024,VPP-010000005000000,Bút lông dầu đen,CAI,10,1,CAI,10,10 cây = 1 hộp,,1/25/2024
EP2401-0126,1/31/2024,Lê Trần Đăng Khoa,Theo bộ phận,KẾ HOẠCH SỬ DỤNG VẬT TƯ PX DỆT 31/1/2024,0910900030000000,Cọ lăn sơn 6cm,Cái,3,1,Cái,3,,,2/4/2024
EP2401-0126,1/31/2024,Lê Trần Đăng Khoa,Theo bộ phận,KẾ HOẠCH SỬ DỤNG VẬT TƯ PX DỆT 31/1/2024,0916100070000000,Nước sơn vàng vẽ layout,Hộp,2,1,Hộp,2,,,1/4/2002
EP2401-0126,1/31/2024,Lê Trần Đăng Khoa,Theo bộ phận,KẾ HOẠCH SỬ DỤNG VẬT TƯ PX DỆT 31/1/2024,0902100640000000,Dây cu roa Optibelt C99,SOI,10,1,SOI,10,,,2/4/2024
EP2403-0102,3/30/2024,Lê Trần Đăng Khoa,Theo bộ phận,DỀ XUẤT MUA VẬT TƯ PHÂN XƯỞNG DỆT 30/3/2024,0902100640000000,Dây cu roa Optibelt C99,SOI,10,1,SOI,10,,,4/5/2024
EP2401-0109,1/29/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng sửa chữa máy móc thiết bị phục vụ sản xuất của PKT,BON009,Bóng đèn UV diệt côn trùng F10 T8/BL 07/19,CAI,20,1,CAI,20,,Sửa chữa đèn chống côn trùng phân xưởng.,2/19/2024
EP2401-0107,1/29/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sử dụng lắp đường máng điện cho phân xưởng 8, phát sinh thêm.",0906600480000000,Máng điện 200x100x1.5mm,M,14,1,M,14,,Lắp mới.,1/31/2024
EP2401-0068,1/19/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư lắp đặt đường máng điện và kéo nguồn điện cho MMTB tầng trệt phân xưởng 8.,0906600480000000,Máng điện 200x100x1.5mm,M,110,1,M,110,,Lắp mới.,1/25/2024
EP2401-0068,1/19/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư lắp đặt đường máng điện và kéo nguồn điện cho MMTB tầng trệt phân xưởng 8.,0904600050000000,Tán trắng 8LY,CAI,200,1,CAI,200,,Lắp mới.,1/25/2024
EP2401-0065,1/19/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư thay thế cho máy sợi LOHIA1 + vt làm đường hút hơi cho máy sợi LOHIA8 theo đề xuất.,0902100320000000,DÂY CU ROA SPB2360,CAI,7,1,CAI,7,,Thay cho máy sợi LH1.,1/23/2024
EP2403-0102,3/30/2024,Lê Trần Đăng Khoa,Theo bộ phận,DỀ XUẤT MUA VẬT TƯ PHÂN XƯỞNG DỆT 30/3/2024,0904600380000000,Sên 3 - 40,HOP,2,1,HOP,2,,,4/5/2024
EP2402-0013,2/20/2024,Nguyễn Dũng Trung,Theo bộ phận,"Chỉ may 900D
Hạt UV",0500100110000000,"Dây đai ép kiện PP, màu xanh lá, K15.0mm, dày 1mm, tension >350kgF, TL: 10g/m",Cuộn,2,10,KG,20,SO2402-0003 - KCP,,3/1/2024
EP2401-0067,1/19/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư đi đường khi nén tân trêt xưởng 8.,0906100710000000,NỐI HƠI 1 ĐẦU REN 21/12,CAI,15,1,CAI,15,,Lắp mới.,1/28/2024
EP2401-0029,1/10/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì thay thế cho bằm biên máy sợi.,916600450000000,Đệm cao su giảm chấn cho khớp nối L-110,CAI,5,1,CAI,5,,Sửa chữa thay thế.,1/12/2024
EP2402-0053,2/29/2024,Nguyễn Dũng Trung,Theo bộ phận,VẬT TƯ,0920600080000000,"Dây HDPE, trắng đục, 1.0g/m. [Luồn miệng bao DW]",M,905000,0.001,KG,905,SO2402-0036 - DONGWON,,3/5/2024
EP2403-0080,3/23/2024,Nguyễn Dũng Trung,Theo bộ phận,"DÂY CỘT BAO
Hạt nhựa PP kéo sợi - T03",HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,520000,1,Kg,520000,,,4/1/2024
EP2401-0064,1/19/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sửa chữa 2 máy dệt CS, phân xưởng 1.",0904600040000000,Tán thép 6mm,CAI,300,1,CAI,300,,Sửa chữa thay thế.,1/25/2024
EP2401-0052,1/16/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc phân xưởng BTP.,0904600040000000,Tán thép 6mm,CAI,100,1,CAI,100,,Sửa chữa máy cắt may 1+2+3+4+5,1/22/2024
EP2402-0008,2/1/2024,Vũ Đức Hoàng,Theo bộ phận,PX BTP: bảo vệ hàng hóa khi dời máy,0919400020000000,Màng co trắng trong.(50cm),KG,30,1,KG,30,,Quấn pallet hàng TP chuyển sang vị trí khác để tránh bụi,2/3/2024
EP2403-0025,3/8/2024,Võ Thị Minh Tiến,Theo bộ phận,Đề xuất mua VPP tháng 03.2024,5300101670000000,Nước suối aquafina 500ml,CHAI,1440,1,CHAI,1440,,,3/11/2024
EP2402-0035,2/26/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua dầu sử dụng cho xe nâng,0700100090000000,dầu do,Lít,400,1,Lít,400,,,2/29/2024
EP2401-0087,1/23/2024,Lê Trần Đăng Khoa,Theo bộ phận,ĐỀ XUẤT MUA VẬT TƯ VỆ SINH CUỐI NĂM 2023 PX SỢI -DỆT,0700100090000000,dầu do,Lít,60,1,Lít,60,,,2/2/2024
EP2403-0005,3/1/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư dự phòng sửa chữa máy móc thiết bị phục vụ sản xuất.,0902100040000000,DÂY CU ROA 850H - bản 45mm,Cái,5,1,Cái,5,,Dự phòng thay thế.,3/5/2024
EP2403-0005,3/1/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư dự phòng sửa chữa máy móc thiết bị phục vụ sản xuất.,0902100180000000,DÂY CU ROA B57,Cái,5,1,Cái,5,,Dự phòng thay thế.,3/5/2024
EP2401-0126,1/31/2024,Lê Trần Đăng Khoa,Theo bộ phận,KẾ HOẠCH SỬ DỤNG VẬT TƯ PX DỆT 31/1/2024,0902100350000000,DÂY CU ROA XPA 1557,Cái,10,1,Cái,10,,,2/4/2024
EP2401-0126,1/31/2024,Lê Trần Đăng Khoa,Theo bộ phận,KẾ HOẠCH SỬ DỤNG VẬT TƯ PX DỆT 31/1/2024,0902100360000000,DÂY CU ROA XPA 1957,Cái,10,1,Cái,10,,,2/4/2024
EP2402-0025,2/23/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng thay thế cho máy nén khí SA37 + SA37A,0902100490000000,dây cu roa 3VX710 (máy nén khí FUSHENG- SA37A),Sợi,12,1,Sợi,12,,Thay thế cho máy nén khí.,2/26/2024
EP2403-0005,3/1/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư dự phòng sửa chữa máy móc thiết bị phục vụ sản xuất.,0902100740000000,Dây Cu roa A45,Sợi,5,1,Sợi,5,,Dự phòng thay thế.,3/5/2024
EP2402-0020,2/22/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư thay thế sửa chữa máy móc thiết bị phục vụ sản xuất.,0902200820000000,Khởi Động Từ Schneider LC1D32 M7.,Cái,4,1,Cái,4,,Thay thế máy nén khí SA15A.,2/27/2024
EP2401-0011,1/4/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất cuả phòng kỹ thuất,",0902201020000000,RƠ LAY IDEC 8 chân dẹt nhỏ 24VDC-5A,Cái,10,1,Cái,10,,Thay thế sửa chữa cho máy in cuộn số 5.,1/7/2024
EP2401-0011,1/4/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất cuả phòng kỹ thuất,",0902201160000000,Relay  IDEC - RY4S trung gian 8 chân lớn - 24 VDC - 10A + đế.,Cái,10,1,Cái,10,,Thay thế sửa chữa cho máy in cuộn số 5.,1/7/2024
EP2403-0039,3/13/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư chuyển VP bán TP lên Trên Lầu,0902202760000000,Rulô lăn sơn 10cm,Cây,2,1,Cây,2,,,3/15/2024
EP2403-0059,3/19/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng của bộ phận điện sửa chữa mạch điện tử.,0902203890000000,Chì hàn Alpha USA 63Sn37PB 0.8mm,Cuộn,1,1,Cuộn,1,,Sử dụng hằng ngày.,3/24/2024
EP2403-0010,3/4/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sử dụng kéo điện nguồn cho quạt hút tầng trệt phân xưởng 8.,0902204710000000,DÂY ĐIỆN cadivi  CXV 4x16mm2.,Mét,75,1,Mét,75,,Lắp mới.,3/7/2024
EP2401-0107,1/29/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sử dụng lắp đường máng điện cho phân xưởng 8, phát sinh thêm.",0902206760000000,T máng điện 200x100x1.5mm.,CAI,4,1,CAI,4,,Lắp mới.,1/31/2024
EP2401-0119,1/31/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư dự phòng sửa chữa MMTB phục vụ sản xuất,",0902300160000000,Đầu dò nhiệt độ loại vặn M6.3 - dây dài 1 mét,Sợi,10,1,Sợi,10,,Dao cắt nhiệt máy cắt AUTO,2/12/2024
EP2403-0061,3/19/2024,Lê Trần Đăng Khoa,Theo bộ phận,ĐỀ XUẤT MUA VẬT TƯ PHÂN XƯỞNG DỆT 19/3/2024,0902400090000000,Đầu dù sau RX6.1 Mã: Z4R-13558,Cái,100,1,Cái,100,,,3/29/2024
EP2401-0032,1/11/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa dụng sửa chữa máy móc thiết bị và làm đèn cây cảnh văn phòng.,0902700100000000,ĐỒNG HỒ NHIỆT AX4-1A/220V-44x4,Cái,4,1,Cái,4,,Thay thế cho máy thổi và máy tráng hấp.,1/15/2024
EP2401-0068,1/19/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư lắp đặt đường máng điện và kéo nguồn điện cho MMTB tầng trệt phân xưởng 8.,0903000010000000,Vít bắn tôn đuôi cá đầu lục giác 5x20mm.,Kg,3,1,Kg,3,,Lắp mới.,1/25/2024
EP2403-0099,3/29/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư Lắp đặt bồn rửa tay Và Giặt khăn và xây dựng ( làm cho anh Vũ),0903400010000000,TẮC KÊ NHỰA 8mm + VÍT,Bịch,10,1,Bịch,10,,,3/30/2024
EP2401-0091,1/24/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật tư làm đường cung cấp nước giếng tưới cây,0903400020000000,TẮC KÊ NHỰA 6mm Xanh,Bịch,12,1,Bịch,12,,,1/25/2024
EP2401-0033,1/11/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật tư sửa chữa Nhà vệ sinh X1 ( A hợi),0903400020000000,TẮC KÊ NHỰA 6mm Xanh,Bịch,1,1,Bịch,1,,,1/15/2024
EP2401-0025,1/9/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư sửa chữa Nhà Vệ sinh X1 ( A Hợi ),0903400020000000,TẮC KÊ NHỰA 6mm Xanh,Bịch,5,1,Bịch,5,,,1/10/2024
EP2403-0039,3/13/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư chuyển VP bán TP lên Trên Lầu,0904500020000000,Sơn tường Màu Trắng Xám 18L/thùng,Lít,17,1,THUNG,17,,,3/15/2024
EP2401-0127,1/31/2024,Hoàng Văn Khiêm,Theo bộ phận,"MUA VẬT TƯ LÀM NHÀ RÁC THẢI NGUY HẠI VÀ KHUÔN VIÊN , MÁI CHE X7",0904700220000000,Co nhựa PVC BM phi 49,Cái,2,1,Cái,2,,,1/31/2024
EP2403-0058,3/19/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư chuyến máy bơm văn phòng mới và vật tư sửa chữa máy móc thiết bị phục vụ sản xuất,",0904700420000000,Co nhựa PVC-MB phi 34mm,CAI,6,1,CAI,6,,"Lắp mới,",3/22/2024
EP2401-0107,1/29/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sử dụng lắp đường máng điện cho phân xưởng 8, phát sinh thêm.",0904700510000000,Co ngang máng điện 200x100x1.5mm,CAI,4,1,CAI,4,,Lắp mới.,1/31/2024
EP2401-0087,1/23/2024,Lê Trần Đăng Khoa,Theo bộ phận,ĐỀ XUẤT MUA VẬT TƯ VỆ SINH CUỐI NĂM 2023 PX SỢI -DỆT,0905300130000000,dao móc chỉ,Cái,50,1,Cái,50,,,2/2/2024
EP2403-0073,3/21/2024,Lê Trần Đăng Khoa,Theo bộ phận,ĐỀ XUẤT MUA VẬT TƯ CHO BP SỢI NGÀY 21/3/2024,0905300130000000,dao móc chỉ,Cái,100,1,Cái,100,,,3/26/2024
EP2402-0047,2/27/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa dụng làm vòng căng bụng cho phân xưởng sản xuất.,0905500410000000,Sắt tròn phi 8mm,Kg,50,1,Kg,50,,"Làm mới,",3/3/2024
EP2403-0015,3/5/2024,Hà Mạnh Hùng,Theo bộ phận,"Vật tư sử dụng sửa chữa máy móc thiết bị phục vụ sản xuất,",0905600210000000,Sensor VL18-4N3712 (6013612),Cái,2,1,Cái,2,,Thay thế và dự phòng thay thế cho máy cắt AUTO.,3/8/2024
EP2401-0093,1/24/2024,Hà Mạnh Hùng,Theo bộ phận,VẬT TƯ BẢO TRÌ HỘP SỐ LÔ ĐỈNH MÁY DỆT NOVA-61 PHÂN XƯỞNG 1.,0905700220000000,PHỚT 25X47,Cái,20,1,Cái,20,,BẢO TRÌ HỘP SỐ.,1/29/2024
EP2401-0093,1/24/2024,Hà Mạnh Hùng,Theo bộ phận,VẬT TƯ BẢO TRÌ HỘP SỐ LÔ ĐỈNH MÁY DỆT NOVA-61 PHÂN XƯỞNG 1.,0905700310000000,PHỚT 35X62,Cái,20,1,Cái,20,,BẢO TRÌ HỘP SỐ.,1/29/2024
EP2401-0093,1/24/2024,Hà Mạnh Hùng,Theo bộ phận,VẬT TƯ BẢO TRÌ HỘP SỐ LÔ ĐỈNH MÁY DỆT NOVA-61 PHÂN XƯỞNG 1.,0905700340000000,PHỚT 40x62,Cái,80,1,Cái,80,,BẢO TRÌ HỘP SỐ.,1/29/2024
EP2403-0052,3/18/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị của phòng kỹ thuật.,0905700870000000,PHỚT 15x27 x7 mm,Cái,20,1,Cái,20,,Bảo trì sửa chữa hộp số,3/22/2024
EP2402-0023,2/23/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật tưu làm mái che sau x7,0905800070000000,MŨI KHOAN M 12,Cái,1,1,Cái,1,,,2/26/2024
EP2401-0068,1/19/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư lắp đặt đường máng điện và kéo nguồn điện cho MMTB tầng trệt phân xưởng 8.,0905800070000000,MŨI KHOAN M 12,Cái,2,1,Cái,2,,Lắp mới.,1/25/2024
EP2401-0127,1/31/2024,Hoàng Văn Khiêm,Theo bộ phận,"MUA VẬT TƯ LÀM NHÀ RÁC THẢI NGUY HẠI VÀ KHUÔN VIÊN , MÁI CHE X7",0906201290000000,ống nhựa phi 21,Mét,8,1,Mét,8,,,1/31/2024
EP2403-0052,3/18/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa chữa máy móc thiết bị của phòng kỹ thuật.,0906201420000000,ống nhựa mềm phi 34,Mét,30,1,Mét,30,,Bảo trì sửa chữa hộp số,3/22/2024
EP2403-0061,3/19/2024,Lê Trần Đăng Khoa,Theo bộ phận,ĐỀ XUẤT MUA VẬT TƯ PHÂN XƯỞNG DỆT 19/3/2024,0906700200000000,Lò xo đầu dù RX6.1 và RX8.0 Mã : ATFD-01190,Cái,200,1,Cái,200,,,3/29/2024
EP2402-0022,2/23/2024,Lê Trần Đăng Khoa,Theo bộ phận,Đề xuất mua vật tư px sợi ngày 23/2/2024,0908400030000000,LAM CROMA,LUOI,10000,1,LUOI,10000,,,2/26/2024
EP2403-0094,3/28/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư sửa dụng hằng ngày của phòng kỹ thuật.,0908700080000000,bình oxy,Bình,1,1,Bình,1,,Gia công,3/31/2024
